,Tompkins
1276,15.666666666666666
1277,14.666666666666666
1278,15.666666666666666
1279,15.0
1280,16.333333333333332
1281,18.666666666666668
1282,14.333333333333334
1283,18.0
1284,18.666666666666668
1285,15.333333333333334
1286,18.666666666666668
1287,16.666666666666668
1288,16.0
1289,16.0
1290,16.0
1291,16.0
1292,11.0
1293,17.666666666666668
1294,13.666666666666666
1295,14.666666666666666
1296,14.666666666666666
1297,17.666666666666668
1298,16.0
1299,16.666666666666668
1300,19.0
1301,16.666666666666668
1302,15.0
1303,15.333333333333334
1304,14.666666666666666
1305,16.333333333333332
1306,13.666666666666666
1307,15.0
1308,13.666666666666666
1309,15.666666666666666
1310,16.666666666666668
1311,17.333333333333332
1312,14.0
1313,15.0
1314,13.666666666666666
1315,13.333333333333334
1316,16.0
1317,13.666666666666666
1318,13.666666666666666
1319,14.0
1320,13.666666666666666
1321,13.666666666666666
1322,14.0
1323,15.333333333333334
1324,13.666666666666666
1325,14.333333333333334
1326,14.0
1327,14.333333333333334
1328,14.0
1329,13.333333333333334
1330,13.333333333333334
1331,16.0
1332,16.666666666666668
1333,13.0
1334,16.333333333333332
1335,16.333333333333332
1336,14.666666666666666
1337,3.6666666666666665
1338,17.666666666666668
1339,17.0
1340,17.666666666666668
1341,15.333333333333334
1342,15.333333333333334
1343,15.0
1344,12.666666666666666
1345,17.666666666666668
1346,20.0
1347,17.333333333333332
1348,13.333333333333334
1349,13.333333333333334
1350,14.0
1351,17.0
1352,16.0
1353,17.666666666666668
1354,16.333333333333332
1355,15.666666666666666
1356,17.0
1357,16.0
1358,16.0
1359,18.0
1360,17.333333333333332
1361,17.333333333333332
1362,15.333333333333334
1363,14.666666666666666
1364,16.0
1365,17.0
1366,18.666666666666668
1367,17.333333333333332
1368,11.333333333333334
1369,19.0
1370,16.0
1371,16.0
1372,20.0
1373,20.0
1374,20.333333333333332
1375,20.0
1376,18.666666666666668
1377,0.0
1378,19.666666666666668
1379,19.0
1380,19.333333333333332
1381,20.666666666666668
1382,19.0
1383,20.666666666666668
1384,18.666666666666668
1385,19.666666666666668
1386,17.0
1387,19.333333333333332
1388,17.0
1389,19.666666666666668
1390,18.0
1391,19.333333333333332
1392,19.666666666666668
1393,19.0
1394,20.0
1395,18.666666666666668
1396,20.666666666666668
1397,17.666666666666668
1398,16.0
1399,20.666666666666668
1400,21.0
1401,18.0
1402,1.6666666666666667
1403,18.0
1404,19.0
1405,17.666666666666668
1406,19.333333333333332
1407,20.333333333333332
1408,17.333333333333332
1409,19.333333333333332
1410,19.333333333333332
1411,20.333333333333332
1412,18.333333333333332
1413,20.666666666666668
1414,16.666666666666668
1415,18.0
1416,16.666666666666668
1417,20.333333333333332
1418,19.333333333333332
1419,17.666666666666668
1420,20.333333333333332
1421,21.666666666666668
1422,18.333333333333332
1423,20.333333333333332
1424,20.333333333333332
1425,18.333333333333332
1426,17.666666666666668
1427,21.0
1428,17.666666666666668
1429,20.0
1430,20.333333333333332
1431,21.333333333333332
1432,20.0
1433,14.666666666666666
1434,17.666666666666668
1435,19.0
1436,18.333333333333332
1437,20.0
1438,20.0
1439,18.666666666666668
1440,17.333333333333332
1441,20.0
1442,19.0
1443,18.333333333333332
1444,19.666666666666668
1445,19.333333333333332
1446,18.333333333333332
1447,18.333333333333332
1448,20.0
1449,20.333333333333332
1450,19.333333333333332
1451,17.0
1452,20.0
1453,19.0
1454,18.666666666666668
1455,21.0
1456,19.333333333333332
1457,18.333333333333332
1458,20.0
1459,17.333333333333332
1460,19.666666666666668
1461,20.0
1462,18.666666666666668
1463,19.666666666666668
1464,17.666666666666668
1465,18.333333333333332
1466,20.333333333333332
1467,19.666666666666668
1468,21.0
1469,21.0
1470,18.0
1471,18.666666666666668
1472,19.0
1473,20.333333333333332
1474,19.666666666666668
1475,20.333333333333332
1476,19.333333333333332
1477,18.333333333333332
1478,19.333333333333332
1479,19.666666666666668
1480,19.0
1481,21.333333333333332
1482,15.666666666666666
1483,17.666666666666668
1484,18.0
1485,17.666666666666668
1486,17.333333333333332
1487,19.0
1488,18.666666666666668
1489,18.333333333333332
1490,18.333333333333332
1491,20.0
1492,18.333333333333332
1493,19.0
1494,19.666666666666668
1495,19.666666666666668
1496,18.333333333333332
1497,17.333333333333332
1498,18.0
1499,20.0
1500,20.333333333333332
1501,21.0
1502,17.0
1503,20.333333333333332
1504,0.0
1505,18.333333333333332
1506,18.666666666666668
1507,18.0
1508,18.666666666666668
1509,15.0
1510,19.666666666666668
1511,18.666666666666668
1512,20.666666666666668
1513,18.333333333333332
1514,20.666666666666668
1515,18.0
1516,17.666666666666668
1517,20.0
1518,19.0
1519,18.0
1520,19.333333333333332
1521,18.0
1522,17.666666666666668
1523,20.333333333333332
1524,21.333333333333332
1525,20.666666666666668
1526,19.333333333333332
1527,18.666666666666668
1528,19.333333333333332
1529,11.0
1530,18.333333333333332
1531,18.0
1532,18.666666666666668
1533,19.333333333333332
1534,19.666666666666668
1535,21.0
1536,18.0
1537,20.0
1538,19.333333333333332
1539,19.666666666666668
1540,19.666666666666668
1541,17.666666666666668
1542,18.666666666666668
1543,19.666666666666668
1544,20.333333333333332
1545,19.0
1546,18.666666666666668
1547,19.666666666666668
1548,19.0
1549,18.666666666666668
1550,20.333333333333332
1551,19.666666666666668
1552,19.333333333333332
1553,20.0
1554,18.333333333333332
1555,19.666666666666668
1556,17.666666666666668
1557,19.333333333333332
1558,19.333333333333332
1559,17.666666666666668
1560,19.333333333333332
1561,19.333333333333332
