,WAVE_1,WAVE_2,WAVE_3
0,0.0,0.5619342645660633,0.008129951129645666
1,0.0,0.5902178644143897,0.01123064220692146
2,0.0,0.5774132379926112,0.008233223592628774
3,0.0,0.5893244680334372,0.009669098993014576
4,0.0,0.5785572740225943,0.009225705943692437
5,0.0,0.5874702744755607,0.008721451020547888
6,0.0,0.5912198609564686,0.009049047766844849
7,0.0,0.5766483043666224,0.008936134897396536
8,0.0,0.5961409934678583,0.010210930338214299
9,0.0,0.5728270886789543,0.010375169150572974
10,0.0,0.5860063625426831,0.008800394297311684
11,0.0,0.5749149689091039,0.01036933128219358
12,0.0,0.573879322317006,0.006958127271720898
13,0.0,0.5596806714813751,0.008032003422813487
14,0.0,0.5768327881023148,0.005972371405605505
15,0.0,0.5549167627906277,0.005375755354803416
16,0.0,0.5669904135204994,0.006061388244816357
17,0.0,0.5545282637245615,0.006069405709200166
18,0.0,0.5720755196868157,0.007990192591870292
19,0.0,0.47718975989173645,0.021180729142572737
20,0.0,0.6024891693192087,0.00478648411759686
21,0.0,0.5841925830488979,0.008720233040836413
22,0.0,0.5787172805043392,0.009517296567166366
23,0.0,0.5575394862216501,0.005787902610967255
24,0.0,0.5696551917679031,0.00869063761781398
25,0.0,0.5732947641186825,0.009713476046780484
26,0.0,0.5853375799706779,0.010242420765037131
27,0.0,0.5825303597649494,0.009887736542437402
28,0.0,0.5813135475960316,0.010575055836220985
29,0.0,0.5756399921753486,0.009723121817544419
30,0.0,0.5807855222417041,0.010269756170138268
31,0.0,0.5852466773849838,0.00847366626112536
32,0.0,0.6505182496011075,0.0061459464645602195
33,0.0,0.5838882336020539,0.007848678105621372
34,0.0,0.5885330717373877,0.005986391785254292
35,0.0,0.525687090709776,0.004975050209299605
36,0.0,0.5899184383983574,0.010460477583315558
37,0.0,0.5767253799481177,0.007390651558507573
38,0.0,0.6051118672409916,0.005949385283775544
39,0.0,0.5957938441611202,0.010214721653486643
40,0.0,0.5845115165216075,0.010197658015429852
41,0.0,0.6254351175533227,0.006815630416332321
42,0.0,0.6353649477284141,0.00650119181370954
43,0.0,0.5920008635742628,0.010256178748310961
44,0.0,0.6278163837789533,0.0049329334252853204
45,0.0,0.6463836005493843,0.005517039780912011
46,0.0,0.6247441255723551,0.005113605263541213
47,0.0,0.5912773829789054,0.010332257719138073
48,0.0,0.6113257718903623,0.007671275909673008
49,0.0,0.6299656299724015,0.00820439768279401
50,0.0,0.5990624441146727,0.007544109438828829
51,0.0,0.6557575825140336,0.0044363831125231725
52,0.0,0.5888975155585928,0.006055028847949214
53,0.0,0.6152130798678225,0.006281845951255779
54,0.0,0.638725496503827,0.007827054059437566
55,0.0,0.5919945845727587,0.0054700593110502
56,0.0,0.5892342950208986,0.010219772988254853
57,0.0,0.5907735313799666,0.010061315801686023
58,0.0,0.5959226714075382,0.008085308301374976
59,0.0,0.5901029463371973,0.0065047873195673445
60,0.0,0.6512543079602263,0.006002339767780793
61,0.0,0.5596796217251098,0.006064677332579621
62,0.0,0.6153789761882763,0.005621447214205024
63,0.0,0.6126764624211244,0.004701901943712604
64,0.0,0.6247624574055437,0.005549552288419442
65,0.0,0.5828690081236734,0.006030071224432028
66,0.0,0.6148923005773999,0.0044053868065874234
67,0.0,0.6097281614885185,0.005282303008029273
68,0.0,0.5939617037088912,0.005683091110849698
69,0.0,0.6010566245140985,0.006157141867811049
70,0.0,0.6154026503930783,0.006195791597895642
71,0.0,0.6134212256112198,0.005979844021660091
72,0.0,0.6404458333671775,0.0076639241158488825
73,0.0,0.5953866458744077,0.010552447161191924
74,0.0,0.6342185772390218,0.005587818914011628
75,0.0,0.6432747165390402,0.003380432735642543
76,0.0,0.5869493343607295,0.006014610019778159
77,0.0,0.6090885078157793,0.0060990064396237815
78,0.0,0.587016651529404,0.007617068535721731
79,0.0,0.6082675647164248,0.005811331029475494
80,0.0,0.5943285844721619,0.008755248472292972
81,0.0,0.6177805892687476,0.005380487967571784
82,0.0,0.5658653741810078,0.0064338017402205735
83,0.0,0.5843439385757283,0.005326285460788628
84,0.0,0.5636159797667432,0.005963071870207517
85,0.0,0.5909165059504222,0.007716448265524049
86,0.0,0.5468508512822166,0.005283640927912421
87,0.0,0.5702960652841531,0.007772798341550877
88,0.0,0.5621530508110976,0.005848481870745128
89,0.0,0.5813541872843516,0.007735541329711325
90,0.0,0.5593635200952851,0.006510937125973923
91,0.0,0.5287075866992623,0.005711526620920539
92,0.0,0.5714282758546358,0.007191009518939932
93,0.0,0.6101899541656518,0.005823827901493049
94,0.0,0.576688163751251,0.005764196869178952
95,0.0,0.5647283587558662,0.005720940097865616
96,0.0,0.577327938465432,0.009755676919630639
97,0.0,0.5823443999707523,0.010953793281706412
98,0.0,0.5963869078109815,0.009884626201006731
99,0.0,0.5762255037312836,0.01117970075608807
100,0.0,0.570782970215753,0.009573953032582062
101,0.0,0.5633781849286121,0.008308333354742868
102,0.0,0.583074502279883,0.01023429088086261
103,0.0,0.531702291385155,0.006333852398496158
104,0.0,0.581327502264686,0.008690443553863307
105,0.0,0.5604088140927398,0.009986310040097271
106,0.0,0.5794254681774561,0.0071932638470953575
107,0.0,0.5903141248006167,0.007652437240150243
108,0.0,0.5371057606151265,0.006084909242293782
109,0.0,0.5092897470821737,0.006692390091748846
110,0.0,0.5844297559401794,0.009556893812500808
111,0.0,0.6020203223603617,0.005879147719316479
112,0.0,0.5694950414226111,0.006752877740653349
113,0.0,0.5855792340784758,0.005149868249151115
114,0.0,0.5736632872972236,0.006066318467597102
115,0.0,0.5974814799878614,0.00547378753446953
116,0.0,0.5734787617661458,0.00856301429127772
117,0.0,0.5910029907635297,0.009921226382096556
118,0.0,0.6052593962534103,0.009374474708323472
119,0.0,0.5971768360104884,0.007210930013787263
120,0.0,0.5382937778468585,0.007648692202499296
121,0.0,0.5626073370970924,0.010213011637870958
122,0.0,0.5535016449040165,0.007109753833693153
123,0.0,0.5586570152890985,0.008462015968399642
124,0.0,0.5762548095625665,0.009175447247379516
125,0.0,0.562921732161491,0.006546397995507799
126,0.0,0.5681895980425479,0.006672345383499902
127,0.0,0.5729824664255866,0.003506705025304991
128,0.0,0.595914716284896,0.00883433640763331
129,0.0,0.5809431233024865,0.009385184890008566
130,0.0,0.5553153636743908,0.007283082514322928
131,0.0,0.5693556352075946,0.007766463155561299
132,0.0,0.5626073559782057,0.010568899075270909
133,0.0,0.5739180273966061,0.010971976017706655
134,0.0,0.5221359258313938,0.008203116947612225
135,0.0,0.615255252643195,0.0082854155093058
136,0.0,0.5840700958150163,0.010554868718032883
137,0.0,0.5647062512875405,0.014525677686619961
138,0.0,0.5761688816898842,0.00864702360351091
139,0.0,0.6141806943385775,0.00794294838537493
140,0.0,0.5837368207689819,0.009512954836527551
141,0.0,0.5944935466078985,0.010328037348467272
142,0.0,0.5899326426431979,0.010371274933683188
143,0.0,0.5868991067645545,0.009914615434609184
144,0.0,0.5718962655619664,0.00963748854680082
145,0.0,0.5749280047492431,0.006314826268587226
146,0.0,0.5432988953128768,0.009510187198764399
147,0.0,0.5843839967844204,0.010714686542276709
148,0.0,0.5615651706239829,0.008711436515832999
149,0.0,0.5841628014064106,0.004149539585431986
150,0.0,0.5756999159046384,0.008140091075677279
151,0.0,0.5531336244101475,0.00876934569122067
152,0.0,0.5263566337246184,0.006501095319673447
153,0.0,0.6231215374304365,0.009363438479510395
154,0.0,0.5996716273830214,0.007155816825616554
155,0.0,0.5721675969580687,0.0096536592782679
156,0.0,0.5854412027412097,0.008807056971416512
157,0.0,0.5721055698364308,0.010749242159222214
158,0.0,0.589535623018975,0.009035867781461962
159,0.0,0.5721333188773847,0.009196064193054536
160,0.0,0.5693798648662868,0.0105893033063856
161,0.0,0.5615614912811199,0.010306106635053455
162,0.0,0.5853766069786146,0.010787018901747651
163,0.0,0.5860805116327076,0.00921531928603572
164,0.0,0.5829092687059937,0.008571559566330017
165,0.0,0.4682441892344959,0.00687081332566395
166,0.0,0.5354879888734623,0.008773022703891152
167,0.0,0.5900972283146235,0.008398852615108289
168,0.0,0.5690048530106708,0.009593266990191142
169,0.0,0.5522292785258356,0.00598176342985558
170,0.0,0.5629684438524465,0.005937413013260913
171,0.0,0.5886852111278515,0.009467063033686567
172,0.0,0.5873982344138643,0.010494777009500878
173,0.0,0.5784376072352009,0.009438828243996744
174,0.0,0.548436421870082,0.006938020895663936
175,0.0,0.567647086613714,0.005921522091886767
176,0.0,0.61634544922855,0.006922842610432128
177,0.0,0.6009808155374822,0.008173721797086567
178,0.0,0.5776063190700502,0.0055387366081904735
179,0.0,0.5245012133290551,0.006616958804639237
180,0.0,0.5549119580795112,0.008100023975551804
181,0.0,0.5834867931271035,0.0069259342099241205
182,0.0,0.5298358810996981,0.006248349504854536
183,0.0,0.5379847760445555,0.007203423022027945
184,0.0,0.5470039067345566,0.007114505004406382
185,0.0,0.5385668735655409,0.020885199447755583
186,0.0,0.4956834150459295,0.006675702921666051
187,0.0,0.5156978793852663,0.006993694938536368
188,0.0,0.559435277357134,0.0062679473192989625
189,0.0,0.5751550058497338,0.00708900721752914
190,0.0,0.5131689763022751,0.009978232925652683
191,0.0,0.5400288409787649,0.006089327387274629
192,0.0,0.5932624045278433,0.009223222849868618
193,0.0,0.5515764687907642,0.006196561072588884
194,0.0,0.5544359869065879,0.007528461799262483
195,0.0,0.4719755243067761,0.006701674531748304
196,0.0,0.5811476370551072,0.0100537053145895
197,0.0,0.6941606365190717,0.008156824540281651
198,0.0,0.5458721533239822,0.0063730696076580665
199,0.0,0.5984411633640927,0.011536083933619344
200,0.0,0.606881477007136,0.006235196539771695
201,0.0,0.5312814782613647,0.007822017247615607
202,0.0,0.5770210772332177,0.009129618092634429
203,0.0,0.5549278359105063,0.007807124112026194
204,0.0,0.5450125653373262,0.006761197772764121
205,0.0,0.5898173576546629,0.005709806206501604
206,0.0,0.5771992657445078,0.007821758978009893
207,0.0,0.5201695901794412,0.006833993308348301
208,0.0,0.5861433529913327,0.015061797623377018
209,0.0,0.5563331867058322,0.008046305077459398
210,0.0,0.5971040318397697,0.010958499377499169
211,0.0,0.6570578387252355,0.006074973334009893
212,0.0,0.5822418532664656,0.006314238177908485
213,0.0,0.5634462204765344,0.007185187340157617
214,0.0,0.4818776463890946,0.005924643100308086
215,0.0,0.6664320794457435,0.010351576338227253
216,0.0,0.5492638900206318,0.007935495787168734
217,0.0,0.5601060392272177,0.008579762307355758
218,0.0,0.52256872741661,0.005913787955102346
219,0.0,0.556602243998908,0.0061018430306027105
220,0.0,0.541374929252607,0.007338017059623744
221,0.0,0.5587350222960151,0.007092721249292351
222,0.0,0.4877588615314943,0.006909671554159772
223,0.0,0.5211764811090672,0.008845269238400044
224,0.0,0.4669421112504806,0.007457904696055047
225,0.0,0.5943784687507365,0.005756941535073458
226,0.0,0.6417071953867917,0.003981492457357886
227,0.0,0.5886448941129067,0.00958646854825954
228,0.0,0.5650647288344893,0.008016311994857521
229,0.0,0.51053638855954,0.007959236089951265
230,0.0,0.6331060667022371,0.010997165599584375
231,0.0,0.6544365063580885,0.005632097883688474
232,0.0,0.5666057780972322,0.009093205796444055
233,0.0,0.588293562590829,0.005084888473270255
234,0.0,0.5172259266262823,0.012370831464931613
235,0.0,0.6168018355446842,0.009938965728340243
236,0.0,0.5733087854414927,0.007454047484383492
237,0.0,0.5682777457085085,0.00646055219976085
238,0.0,0.5209311340579612,0.007006636328382789
239,0.0,0.7125107601863642,0.004667447965255817
240,0.0,0.5756909149623868,0.008900185864310226
241,0.0,0.48673367118346,0.008567580187525943
242,0.0,0.6212384284028167,0.006143233958139009
243,0.0,0.44194008675852037,0.00628133680094054
244,0.0,0.5913036961359991,0.007121361025382308
245,0.0,0.5997835927552226,0.008049334652418232
246,0.0,0.6531370168863935,0.00882400138830116
247,0.0,0.5580689251228088,0.005110055692172029
248,0.0,0.5010099509254876,0.008464559862421601
249,0.0,0.6201105766168171,0.008557557128031884
250,0.0,0.6190276700736947,0.006462408486600149
251,0.0,0.5984603271882272,0.007094427986888181
252,0.0,0.5965821762116847,0.010723770140313331
253,0.0,0.5691687445774465,0.009810626804214012
254,0.0,0.6130036826010719,0.009615652355233676
255,0.0,0.6438262124450241,0.00956191767036382
256,0.0,0.6132840928395791,0.0030023263047091573
257,0.0,0.59307603162041,0.0059384487477477585
258,0.0,0.4603214489580146,0.006074935980997499
259,0.0,0.556621692181978,0.007033248298451858
260,0.0,0.5849394727861938,0.007545832467375339
261,0.0,0.6621092727589198,0.009459557967215029
262,0.0,0.6064320581208712,0.00683444222553349
263,0.0,0.6019021966047003,0.005270697543081434
264,0.0,0.6336384089271977,0.008639187949995302
265,0.0,0.7072389571240255,0.005558313521971617
266,0.0,0.5498608112972252,0.007411795311093358
267,0.0,0.7116697410399022,0.007567227384166068
268,0.0,0.4488869170619052,0.00687923525288047
269,0.0,0.6336775528741727,0.006216601313209892
270,0.0,0.6176769334640699,0.009796757523323773
271,0.0,0.5513679091661509,0.007191016693959885
272,0.0,0.536823988861515,0.006393916554748082
273,0.0,0.5535748314605377,0.007936094192697375
274,0.0,0.5296852993832266,0.006553772337852197
275,0.0,0.4857635258745067,0.005563415914994331
276,0.0,0.47684495742793825,0.006561551832483543
277,0.0,0.45849304386153855,0.007514010423620041
278,0.0,0.48406870338132996,0.006868993499333038
279,0.0,0.6546228963577628,0.007129019113439269
280,0.0,0.5369108456175563,0.007046741424379171
281,0.0,0.5051281762620733,0.007307166154552668
282,0.0,0.5815055235561298,0.007349001098077102
283,0.0,0.49033963580894574,0.00632573868397851
284,0.0,0.4793407621216422,0.006535759809954482
285,0.0,0.4877477155230154,0.006915911228231155
286,0.0,0.5714568346052809,0.005992991702401516
287,0.0,0.6107385088074309,0.006406570199256011
288,0.0,0.5714632993259633,0.006988697092231305
289,0.0,0.5637599145754144,0.009669698970918471
290,0.0,0.6219318839715748,0.009419978059114544
291,0.0,0.5557112115596006,0.010146270687092793
292,0.0,0.5256457632401893,0.005877841722902678
293,0.0,0.48320544267375237,0.0077125138283762685
294,0.0,0.5738405536475598,0.009236188110012096
295,0.0,0.4642773163484555,0.007209523147002732
296,0.0,0.5678653963594847,0.006495139784081669
297,0.0,0.5014922886654913,0.006108431782981084
298,0.0,0.5656378153104916,0.007715311898552606
299,0.0,0.5891305699789213,0.00794490214237296
300,0.0,0.49676943554770314,0.004330908986111531
301,0.0,0.5472053062268656,0.007330566653813136
302,0.0,0.5895569413454071,0.005745503127673417
303,0.0,0.5822602686958969,0.006123799181403251
304,0.0,0.6729354026267599,0.00845196791279936
305,0.0,0.516700807043383,0.007294843991937587
306,0.0,0.579562009833395,0.00887293947035128
307,0.0,0.4912159244618959,0.0059765717804231245
308,0.0,0.5566948493646594,0.007816231894530833
309,0.0,0.46998234229227454,0.006544032566022902
310,0.0,0.603287675967674,0.007424647740294663
311,0.0,0.5853466890491837,0.00973798722174962
312,0.0,0.5505618565398732,0.005434803490092544
313,0.0,0.5138855636403291,0.005457578438825308
314,0.0,0.5758830559837778,0.0048636619326222616
315,0.0,0.5530848302896662,0.008742126231849043
316,0.0,0.6502298668590111,0.0071866473556307904
317,0.0,0.4636358378469203,0.007383513198014054
318,0.0,0.5651669884335014,0.006907025414960653
319,0.0,0.46269807821983105,0.006069792857407087
320,0.0,0.456283887817788,0.0067428303835605575
321,0.0,0.5572625676328467,0.00496719749726808
322,0.0,0.6173766578755044,0.010480757910681928
323,0.0,0.6049072501654759,0.006626662298834138
324,0.0,0.5671710456301405,0.0082636362363766
325,0.0,0.5263059222891991,0.0038294388035129035
326,0.0,0.5900088452840511,0.00796939318117824
327,0.0,0.528973957008857,0.007338751222534955
328,0.0,0.6714504446208834,0.006339590440831846
329,0.0,0.5466069046092451,0.009571731552593934
330,0.0,0.5801684878902207,0.008442838436217846
331,0.0,0.5934475856707165,0.0063282165904599876
332,0.0,0.587624378811125,0.007629255344849648
