,MDF_EXP
2896,159.19487648672953
2897,151.3075965130722
2898,145.29649177273814
2899,157.3524820480823
2900,172.7019498607245
2901,158.51272015655533
2902,145.83982549080645
2903,157.23066968618645
2904,162.81971303804931
2905,140.58106841611902
2906,160.1226993865013
2907,154.36447166922073
2908,153.47137637027947
2909,163.8418079096027
2910,168.6310063463286
2911,137.69889840881152
2912,130.88839709136943
2913,154.71074380165055
2914,172.2203893104602
2915,162.37113402061993
2916,158.8754494932977
2917,165.2944901836609
2918,158.61440291705267
2919,125.83412774070258
2920,142.29249011857542
2921,137.09933354490641
2922,161.26042632066444
2923,157.10723192019873
2924,144.04609475032214
2925,142.26999683844812
2926,143.33112143330857
2927,143.2208784213873
2928,136.5885846255343
2929,140.8010012515633
2930,175.60975609756096
2931,167.46871992300493
2932,170.07874015747788
2933,169.33207902163514
2934,157.59849906190914
2935,133.67775266386323
2936,143.09373964888795
2937,145.07129572225364
2938,181.93674600586849
2939,181.87559204293981
2940,125.49257350712337
2941,133.5483870967742
2942,131.67938931297704
2943,130.92979127134717
2944,129.65862824929536
2945,128.93179694799127
2946,124.21580928481808
2947,131.3451776649747
2948,131.38686131386865
2949,130.27061044682208
2950,118.08809746954076
2951,130.10685103708357
2952,112.81729865246017
2953,118.4210526315791
2954,119.16771752837337
2955,130.64058062480242
2956,118.60684028867271
2957,94.50277949351461
2958,97.85563273935372
2959,92.2781159884652
2960,90.794451450189
2961,89.10891089108881
2962,109.19017288444032
2963,121.3093709884462
2964,100.74626865671671
2965,117.87819253438172
2966,108.53697238971759
2967,84.11214953270992
2968,111.04256631708874
2969,118.57707509881418
2970,126.80115273775256
2971,98.64603481624728
2972,119.77186311787092
2973,96.07535321821081
2974,79.29515418502224
2975,117.24565756823819
2976,92.69918206604062
2977,109.2651757188504
2978,122.71459559962821
2979,92.39130434782639
2980,93.11348205625654
2981,85.41600759253382
2982,116.27191633343611
2983,88.14887365328177
2984,97.11202792764257
2985,99.8766954377312
2986,97.17370593839206
2987,79.4701986754963
2988,131.1692613448169
2989,102.07939508506577
2990,118.61614497528822
2991,118.0143615360592
2992,115.31069827033984
2993,132.5153374233128
2994,103.71318822023082
2995,105.19840049215593
2996,114.68446601941734
2997,109.58026273630274
2998,83.28192473781657
2999,73.77049180327916
3000,100.49627791563378
3001,105.2289704449498
3002,115.64407324124514
3003,115.97938144329868
3004,119.62025316455731
3005,118.22660098522195
3006,113.20754716981108
3007,126.31578947368367
3008,129.62356792144095
3009,121.69993560849811
3010,97.20457433290973
3011,104.3814432989688
3012,124.9622698460627
3013,112.05766710353915
3014,116.12903225806537
3015,116.77479147358459
3016,119.77186311786963
3017,113.96011396011426
3018,99.02912621359158
3019,116.92107827216643
3020,123.40842311459309
3021,118.12500000000168
3022,121.11502723486224
3023,94.76801579466827
3024,88.91633220129611
3025,94.51919921234133
3026,88.5064535955754
3027,83.38480543545253
3028,102.07939508506686
3029,110.35818005808403
3030,111.94762684124319
3031,88.8450148075015
3032,110.0244498777509
3033,84.95909376966713
3034,68.05293005671123
3035,67.05991927972671
3036,106.40945861854578
3037,119.77186311787351
3038,91.08159392789209
3039,68.22488945041093
3040,86.2619808306723
3041,86.67736757624499
3042,82.03124999999993
3043,108.09102402022799
3044,85.82326764144936
3045,89.91570402747176
3046,111.9751166407438
3047,152.63476680799525
3048,104.04624277456766
3049,62.088428974599545
3050,72.02216066481891
3051,70.84289931124903
3052,75.12038523274566
3053,96.2869729389561
3054,83.43634116192857
3055,76.59574468085232
3056,80.35714285714428
3057,84.03361344537787
3058,76.61903314077203
3059,64.160725858717
3060,91.89534141671942
3061,83.48794063079622
3062,88.69908015768644
3063,76.0480987975301
3064,85.33501896333605
3065,61.05457909343102
3066,82.06686930091162
3067,104.7865459249682
3068,73.37723424270857
3069,71.12462006079008
3070,76.97368421052724
3071,75.58139534883767
3072,61.971830985916284
3073,65.67164179104508
3074,68.70229007633725
3075,66.29834254143708
3076,68.94350462815159
3077,65.6934306569341
3078,71.34146341463523
3079,76.14708753660913
3080,78.60262008733582
3081,63.99482870071141
3082,72.19993829065136
3083,63.80921688688279
3084,72.96538821328308
3085,76.94837224597094
3086,97.45222929936277
3087,228.12982998453987
3088,169.09620991253703
3089,160.29023746702
3090,102.92249047014194
3091,144.13304588851034
3092,89.2561983471061
3093,63.441204742070695
3094,77.49077490774805
3095,70.51909892262618
3096,62.69791006966449
3097,88.28939301042396
3098,67.5211003438584
3099,85.71428571428572
3100,157.689811810513
3101,144.44444444444505
3102,142.36001265422072
3103,152.34374999999648
3104,146.24999999999895
3105,152.34375000000324
3106,152.7735677478055
3107,190.9669596847529
3108,153.36068160302688
3109,181.64616840113638
3110,137.97508783136303
3111,173.56143079315657
3112,139.7153945666273
3113,172.43510506798933
3114,165.50412175016228
3115,142.3862887277504
3116,196.48271679805933
3117,119.09262759924468
3118,166.82646212847817
3119,182.2208161974104
3120,160.71428571428507
3121,197.35569171235235
3122,198.1865284974057
3123,171.99341021416598
3124,149.07975460122535
3125,180.56426332288606
3126,199.74635383639844
3127,160.816847479259
3128,145.53686934023037
3129,161.19402985074336
3130,190.7136179495161
3131,193.4871957002811
3132,181.64062499999582
3133,131.868131868131
3134,174.86681291131137
3135,177.70700636942624
3136,154.557463672391
3137,155.22388059701493
3138,163.8349514563106
3139,163.47713266299053
3140,151.35834411384218
3141,145.61294337274416
3142,143.28358208955228
3143,154.64866523473464
3144,155.02392344497602
3145,149.25373134328385
3146,170.90352220520643
3147,164.2228739002932
3148,159.60591133004917
3149,151.02548166563093
3150,138.19577735124776
3151,158.10019518542612
3152,152.7735677478023
3153,140.80100125156443
3154,154.91559086395245
3155,139.66480446927437
3156,142.9933269780742
3157,157.99739921976598
3158,163.37115072933508
3159,153.37796713329254
3160,143.20685434516545
3161,145.83982549080724
3162,165.97774244833136
3163,137.31343283582075
3164,148.5784163864265
3165,155.81917281179895
3166,147.49262536873218
3167,162.94508147254052
3168,134.03661185231144
3169,150.0000000000003
3170,146.81892332789596
3171,149.25373134328342
3172,158.8754494932977
3173,148.61294583883793
3174,158.90410958904127
3175,149.86123959296867
3176,169.49152542372875
3177,143.3577572475306
3178,155.22388059701564
3179,158.75912408759234
3180,164.92890995260643
3181,165.89861751152077
3182,157.8469912307214
3183,147.07730986800732
3184,163.47713266299098
3185,149.25373134328257
3186,151.94805194805218
3187,169.50182260024263
3188,145.11627906976744
3189,166.71989779623212
3190,150.62761506276127
3191,158.409387222948
3192,157.45079662605326
3193,143.76996805111895
3194,149.95193848125803
3195,171.03538663171764
3196,164.32996413433466
3197,154.93390716262033
3198,169.0670006261726
3199,153.99239543726094
3200,161.24751161247582
3201,154.31720759338654
3202,159.4936708860764
3203,158.2031249999981
3204,157.43440233236205
3205,159.24344112263478
3206,134.4537815126046
3207,174.49257800666467
3208,145.29649177274274
3209,153.89487017099466
3210,160.29023746701822
3211,159.81585004932606
3212,160.3686635944697
3213,153.7001897533212
3214,158.6626139817641
3215,144.74107430041957
3216,145.67821301392095
3217,142.99900695134315
3218,134.72177025707919
3219,148.21591948764782
3220,174.41860465116196
3221,164.81360366252554
3222,136.88212927756825
3223,148.9497135582428
3224,175.60975609756096
3225,159.9736668861093
3226,155.4595928439226
3227,136.57919696490578
3228,142.72121788772458
3229,149.7120921305172
3230,172.56198347107568
3231,173.01955585018317
3232,139.44840409048953
3233,145.74898785425353
3234,149.18712145361755
3235,158.7716432538415
3236,156.77419354838824
3237,170.42115572967998
3238,173.13432835820973
3239,151.5907673112905
3240,146.15134784020805
3241,148.80952380952152
3242,169.86657988935505
3243,157.56112284938177
3244,149.49246385727264
3245,164.9810366624497
3246,135.84905660377186
3247,171.99341021416598
3248,179.0488032328252
3249,167.10875331565066
3250,151.5544041450783
3251,171.32330365367054
3252,159.97366688611112
3253,160.46726098985343
3254,144.5550915515596
3255,165.51724137931257
3256,145.6310679611657
3257,174.33414043583554
3258,138.0632790028785
3259,166.17210682492748
3260,170.9233791748516
3261,153.1449407474928
3262,158.5903083700453
3263,170.64400130761987
3264,151.9480519480488
3265,152.1279806821586
3266,159.0978360256011
3267,160.0
3268,154.25181278839975
3269,168.00772449308172
3270,148.5638824694665
3271,163.3291614518134
3272,175.2109020116811
3273,159.18768424500743
3274,138.88888888888948
3275,153.89487017099134
3276,156.32036024445316
3277,160.60806345010042
3278,164.3299641343365
3279,165.40859862159363
3280,159.43799633475754
3281,150.18541409147142
3282,159.746434231379
3283,154.30267062314346
3284,157.79220779220802
3285,160.0263417846541
3286,171.16564417178083
3287,147.91403286978885
3288,155.12288541334107
3289,153.54330708661294
3290,145.9143968871599
3291,158.97939156035244
3292,168.4274071838219
3293,158.6144029170461
3294,162.26297792974785
3295,135.29595991231272
3296,146.98492462311384
3297,153.65159658551732
3298,150.77319587628662
3299,147.5409836065563
3300,161.24751161247215
3301,157.28155339805895
3302,163.09272123225662
3303,161.01172115977528
3304,150.8848183793851
3305,157.4999999999989
3306,147.5409836065583
3307,144.74107430042275
3308,153.0912659470129
3309,156.7741935483917
3310,133.72093023256193
3311,157.12900096992945
3312,169.31560168666923
3313,168.42740718381845
3314,155.69972196477946
3315,141.59848961610885
3316,149.37759336099836
3317,153.29184408778153
3318,142.76272306674946
3319,148.6620416253695
3320,156.97674418604402
3321,154.04871626069612
3322,163.09272123225998
3323,172.00986436498604
3324,159.5946801773278
3325,161.02236421725144
3326,170.58823529411308
3327,151.9974017538096
3328,142.48021108179557
3329,141.6036308623271
3330,147.04992435703195
3331,141.56079854808877
3332,177.3945180166307
3333,176.2545899632803
3334,163.38880484114975
3335,157.3834196891191
3336,175.04051863857364
3337,174.37500000000003
3338,176.47058823529403
3339,182.22081619740598
3340,181.24606670862175
3341,178.77094972067047
3342,170.75564278704593
3343,166.71812287743109
3344,184.32000000000016
3345,182.15271389144473
3346,182.35294117647078
3347,152.3510971786835
3348,163.79039849388138
3349,177.14285714285717
3350,185.39325842696618
3351,164.1693811074925
3352,173.83177570093477
3353,164.8351648351646
3354,182.7130113811129
3355,171.69230769230708
3356,172.00986436498243
3357,170.8511941212503
3358,168.224299065421
3359,141.86633039091993
3360,162.68560361523583
3361,176.5860039241335
3362,181.99052132701402
3363,173.80808690404322
3364,180.99253973402574
3365,174.37500000000063
3366,175.04051863857427
3367,166.6134695180339
3368,169.97167138810147
3369,180.67754077791722
3370,161.1940298507461
3371,170.02518891687603
3372,194.28571428571428
3373,185.27760449157728
3374,204.8780487804878
3375,200.86794792312574
3376,188.24976930175467
3377,196.0909964754891
3378,195.8456973293755
3379,186.44067796609963
3380,201.3301088270863
3381,200.0
3382,219.03276131045118
3383,185.6232939035466
3384,172.27539364001123
3385,190.00310462589235
3386,194.47092469018094
3387,187.68328445747767
3388,197.0203709334138
3389,167.73778920308663
3390,195.40942928039902
3391,174.1029641185656
3392,186.0747947704483
3393,203.2913843175232
3394,153.74507227332316
3395,153.23806628154566
3396,168.88619854721568
3397,170.81151832460637
3398,145.30190506942296
3399,155.56978233034624
3400,148.52427800698194
3401,166.87268232385537
3402,172.0629047178547
3403,186.64226898444733
3404,192.09039548022795
3405,176.35532331809404
3406,186.0747947704483
3407,174.86338797814
3408,177.59388924252028
3409,167.845659163987
3410,181.15279048490476
3411,165.74585635359094
3412,178.10760667903384
3413,199.13952059004257
3414,180.23255813953799
3415,182.41255312193442
3416,182.04804045511887
3417,194.74497681607681
3418,162.31884057970979
3419,154.12844036697118
3420,167.52246469832951
3421,178.57142857142986
3422,172.91066282420803
3423,175.6926952141052
3424,162.7381336777501
3425,154.12844036697118
3426,164.38356164383518
3427,182.05546492659406
3428,171.42857142857287
3429,181.37404580152923
3430,168.3870967741948
3431,173.1843575418993
3432,185.21983161833788
3433,174.92711370262452
3434,176.41653905053425
3435,165.23867809057725
3436,164.40944881889882
3437,179.71014492753386
3438,170.81151832460637
3439,185.73596358118334
3440,166.358595194086
3441,164.4094488188953
3442,171.63949553983156
3443,189.53603158933655
3444,192.81663516068187
3445,175.0972762645919
3446,189.23933209647942
3447,181.40442132640197
3448,175.58212712397875
3449,159.9264705882337
3450,177.25540025413332
3451,166.358595194086
3452,160.60806345010042
3453,165.71428571428572
3454,169.86473733878356
3455,170.64220183486097
3456,173.96556931440705
3457,163.98420892802883
3458,168.9884918231376
3459,174.19354838709805
3460,170.53250571708142
3461,163.58679188124816
3462,186.8512110726619
3463,165.94960049170388
3464,169.96649406030988
3465,170.12195121951123
3466,158.46103684382092
3467,152.1279806821617
3468,151.7017828200977
3469,183.25123152709605
3470,171.7451523545718
3471,162.4649859943972
3472,161.6099071207433
3473,170.69440195778378
3474,172.5049570389967
3475,172.3910171730491
3476,171.53396864432605
3477,140.36182158452826
3478,179.29369151826205
3479,165.73495560670662
3480,160.39603960395823
3481,168.69728209934283
3482,169.97720612178423
3483,162.1118012422358
3484,170.92337917484775
3485,176.09293793947032
3486,163.58679188124816
3487,179.16390179163977
3488,165.39050535987934
3489,170.94017094017138
3490,166.2817551963064
3491,176.47058823529605
3492,166.8726823238536
3493,166.5124884366301
3494,163.38028169013944
3495,162.790697674416
3496,169.19345057610315
3497,161.6599566429271
3498,165.59337626495451
3499,183.107274969171
3500,191.10816191108245
3501,148.76033057851103
3502,169.4255111976634
3503,165.51724137931257
3504,158.27774408732557
3505,167.2862453531635
3506,172.30376515635643
3507,216.86746987951298
3508,184.87394957982738
3509,228.96281800391327
3510,226.62889518413286
3511,210.86885779368683
3512,217.5395103811591
3513,217.8343949044627
3514,200.43303433342845
3515,208.60927152317535
3516,175.3958587088908
3517,193.12085831492274
3518,215.60196560196295
3519,209.4946401225138
3520,239.14452365522317
3521,218.5303514376984
3522,224.5567957977606
3523,211.55729676786447
3524,203.35877862594853
3525,226.41509433961485
3526,228.34158415841148
3527,196.87500000000279
3528,156.61901802361714
3529,155.22388059701493
3530,140.16872160934454
3531,129.03225806451607
3532,127.04523580365735
3533,130.31161473087815
3534,127.372145384368
3535,148.57142857142858
3536,155.81917281179852
3537,143.95570593663498
3538,160.663053873127
3539,161.84971098265882
3540,149.42528735632186
3541,158.3411875589069
3542,121.13796267971847
3543,141.22262177182057
3544,160.4672609898555
3545,124.79366127434835
3546,139.6648044692736
3547,120.38216560509585
3548,123.28767123287638
3549,118.98016997167134
3550,142.2924901185766
3551,148.7603305785118
3552,145.43194530764498
3553,116.95906432748548
3554,131.62705667276123
3555,141.86633039091993
3556,148.66931783420034
3557,133.54838709677443
3558,120.32816773017353
3559,121.7337841992004
3560,117.02786377708995
3561,122.33549582947215
3562,119.88582302568993
3563,133.37449830194487
3564,125.24850894632203
3565,132.43408951563455
3566,166.35859519408513
3567,123.24747310074963
3568,121.28637059724356
3569,138.84603517432956
3570,155.1209811070608
3571,166.22691292876056
3572,165.66169470009615
3573,154.60122699386574
3574,154.1501976284567
3575,127.24935732647812
3576,127.7419354838705
3577,149.25373134328257
3578,123.75000000000045
3579,147.58751182592172
3580,153.7053979871903
3581,163.24062877871862
3582,165.02946954813257
3583,158.94039735099432
3584,161.01172115977698
3585,162.94508147254137
3586,163.53017521090413
3587,133.6633663366339
3588,144.9365128522764
3589,140.97744360902274
3590,122.75263484190823
3591,127.81722753936316
3592,118.75589066918114
3593,143.44915524386303
3594,131.38686131386916
3595,153.14136125654363
3596,138.3728379244078
3597,162.84329563812517
3598,141.28728414442688
3599,161.76014874496445
3600,141.26169634772307
3601,136.69501822600213
3602,136.1394278197978
3603,161.76014874496275
3604,158.14245371823029
3605,153.89312977099289
3606,149.5207667731637
3607,131.38686131386916
3608,141.94722474977385
3609,143.03178484107767
3610,137.35899137359203
3611,130.95238095237895
3612,136.3187355943365
3613,118.11023622047148
3614,154.2009884678764
3615,164.38356164383333
3616,154.38373570520957
3617,139.4484040904866
3618,124.37185929648095
3619,157.8452865643581
3620,143.20685434516545
3621,165.44117647058658
3622,135.29411764706126
3623,156.97674418604748
3624,141.64648910411637
3625,136.53603034134358
3626,142.18009478673048
3627,146.20431115276375
3628,148.61294583883875
3629,162.99426501660184
3630,150.93167701863334
3631,120.99871959026797
3632,136.3223265677068
3633,135.16896120150076
3634,131.76320814767632
3635,147.58751182592016
3636,151.87499999999892
3637,165.7458563535892
3638,147.3477406679722
3639,144.22187981510098
3640,160.15252621544315
3641,141.2872841444254
3642,163.6363636363655
3643,130.79019073569495
3644,145.11627906976744
3645,138.9514313284028
3646,137.05583756345186
3647,145.02634025410913
3648,112.42603550295748
3649,145.0712957222567
3650,149.58448753462704
3651,123.08694236405066
3652,119.92385786801779
3653,124.9999999999981
3654,117.76251226692774
3655,133.00492610837526
3656,113.38582677165192
3657,116.54257041113421
3658,128.8223812621962
3659,131.38686131386865
3660,144.7124304267165
3661,145.30190506942296
3662,137.0860927152326
3663,126.41221374045713
3664,112.27839789888532
3665,125.00000000000091
3666,121.11502723486224
3667,117.06410653453095
3668,118.34319526627367
3669,108.53697238971759
3670,143.22087842139044
3671,134.87355604121052
3672,124.96226984605886
3673,118.42105263158037
3674,112.24154906465533
3675,123.21095208462935
3676,104.92227979274651
3677,111.94029850746003
3678,116.20043037196524
3679,124.38302073050211
3680,118.71859296482273
3681,122.52836304699927
3682,130.6319927426673
3683,146.5706232383325
3684,142.18009478673048
3685,122.13247172859792
3686,114.17697431018335
3687,113.47047113470775
3688,111.04256631708407
3689,129.1585127201562
3690,116.20400258231196
3691,99.25397340253024
3692,114.47607510599643
3693,114.03230915426062
3694,131.26188966392183
3695,138.93176906452663
3696,124.83487450462457
3697,121.38728323699559
3698,125.55485098287903
3699,140.3508771929857
3700,123.17262830482603
3701,138.54679802955755
3702,124.41093308200196
3703,115.90470057951946
3704,138.76040703052507
3705,144.36958614051835
3706,155.7959814528598
3707,143.6905127417882
3708,147.36203759854754
3709,128.90625000000276
3710,140.1869158878499
3711,164.04776869892595
3712,134.89736070381207
3713,123.05779987569895
3714,147.49448471477876
3715,148.27018121911527
3716,155.69972196478273
3717,158.5404215162048
3718,149.0920675374286
3719,155.56978233033774
3720,162.9213483146023
3721,154.1755888650918
3722,147.30878186968636
3723,167.57624398074032
3724,45.7433290978399
3725,60.94182825484765
3726,54.315027157513555
3727,46.39175257731957
3728,45.226130653266345
3729,51.41225007933991
3730,44.14469650521152
3731,49.225159525979954
3732,47.105004906771356
3733,46.798830029249295
3734,47.043449852989156
3735,46.82926829268286
3736,46.64723032069974
3737,50.32618825722279
3738,54.31502715751365
3739,61.93306224585549
3740,52.15711526078562
3741,56.07476635514025
3742,47.30617608409996
3743,49.480757483201
3744,50.13927576601666
3745,46.257629296498436
3746,44.873792458709794
3747,50.420168067226854
3748,59.7014925373137
3749,56.26758361988139
3750,47.35284445905957
3751,60.99815157116423
3752,47.540442390227945
3753,45.81609926821499
3754,45.59848005066483
3755,45.62737642585559
3756,51.201011378002455
3757,44.144696505211755
3758,65.39509536784747
3759,50.06180469715688
3760,57.636887608069024
3761,57.729313662604326
3762,67.56334063184254
3763,61.952440550688515
3764,44.873792458709914
3765,49.541284403669565
3766,65.67164179104508
3767,110.80332409972374
3768,87.63388510223969
3769,100.68365444375422
3770,50.092764378478265
3771,51.939724270599086
3772,49.93834771886586
3773,57.434588385449636
3774,53.606882859033504
3775,45.55520404935112
3776,81.79339594062408
3777,50.42016806722672
3778,47.058823529411555
3779,46.33204633204678
3780,49.13557779799814
3781,52.82034561460757
3782,50.72010018785286
3783,49.22515952597982
3784,50.123762376238254
3785,59.46481665014848
3786,52.90659699542762
3787,46.40670319046071
3788,53.6957242293672
3789,48.92781636967698
3790,44.60966542750933
3791,44.3622920517558
3792,45.070422535211364
3793,45.08453350031269
3794,51.03969754253343
3795,44.748290863891
3796,44.05016824717093
3797,44.748290863891
3798,45.07042253521185
3799,55.04587155963314
3800,49.98457266275863
3801,47.120418848167276
3802,52.19072164948498
3803,46.021093000958494
3804,46.45161290322564
3805,70.12987012987101
3806,93.38521400778338
3807,92.57473481195652
3808,99.66164257151614
3809,77.50910897648272
3810,46.00638977635857
3811,50.15479876160892
3812,48.89827950498056
3813,49.80018444512796
3814,47.50907291322933
3815,47.07420725727339
3816,50.54602184087281
3817,50.03088326127257
3818,50.04633920296588
3819,49.892208192177705
3820,47.72953264832748
3821,49.80018444512796
3822,46.66234607906691
3823,74.05063291139261
3824,49.195262678408646
3825,59.72130059721461
3826,57.87781350482247
3827,49.30006086427248
3828,53.465346534653946
3829,49.43545926151936
3830,48.89827950497954
3831,50.751879699247645
3832,63.13775510204056
3833,52.92388108461147
3834,75.16864760680933
3835,47.41521238063825
3836,52.546221213104246
3837,51.24960455552057
3838,49.9075785582258
3839,50.07727975270599
3840,65.06736772921543
3841,51.85659411011598
3842,62.342569269521874
3843,60.69895769466648
3844,66.01466992664984
3845,87.03535811423234
3846,77.27690892364222
3847,71.00591715976421
3848,83.55437665782344
3849,66.64609688367817
3850,55.02904310608332
3851,55.41871921182302
3852,72.76119402984901
3853,68.37606837606855
3854,81.34280180761658
3855,82.56880733945081
3856,78.16377171215878
3857,50.34182722187791
3858,61.18665018541429
3859,92.39130434782449
3860,59.249506254115225
3861,88.58267716535362
3862,71.62534435261792
3863,76.13293051359537
3864,70.63084817385935
3865,50.20142547257518
3866,83.60982083609856
3867,52.173913043477576
3868,59.72130059721191
3869,44.403330249768025
3870,51.00755667506335
3871,52.56327060350316
3872,52.49513933894911
3873,59.230009871667676
3874,65.69343065693309
3875,43.86232104782282
3876,44.185332924209376
3877,51.5267175572507
3878,77.04972011853889
3879,83.64312267658175
3880,61.3572977998154
3881,70.6308481738608
3882,44.52690166975892
3883,88.37066584842245
3884,137.02801461632095
3885,98.8106129917652
3886,49.87684729064072
3887,46.16864379608807
3888,49.89220819217665
3889,101.25744540039548
3890,110.87157376039256
3891,124.96226984606142
3892,144.04432132963782
3893,123.8273921200741
3894,129.78056426332438
3895,122.03389830508543
3896,126.72176308540357
3897,125.43554006968665
3898,119.84781230184167
3899,127.53623188405909
3900,136.14875512133716
3901,117.9941002949844
3902,115.20877781164458
3903,113.92405063291172
3904,117.13665943600874
3905,89.71962616822393
3906,63.4005763688742
3907,108.662843344399
3908,111.55872327238929
3909,111.59330440173592
3910,94.29892141756206
3911,73.33124412409832
3912,99.28617780661709
3913,92.44712990936581
3914,106.774898532625
3915,91.13924050632545
3916,116.09336609336466
3917,89.07951171230499
3918,109.15706488780623
3919,76.39569049951001
3920,145.38676607642125
3921,140.93329157532102
3922,143.29454990814446
3923,140.40561622464892
3924,142.71555996035676
3925,140.3964900877479
3926,140.76246334310846
3927,137.09933354490641
3928,139.6648044692738
3929,143.0463576158941
3930,139.89637305699478
3931,139.18960717599748
3932,131.16926134481653
3933,133.456904541242
3934,138.06327900287621
3935,142.36001265422303
3936,143.11926605504615
3937,138.32853025936606
3938,129.9638989169675
3939,123.4029292614526
3940,115.53273427471129
3941,135.04220068771465
3942,137.71118903410888
3943,140.09962640099613
3944,136.67877187190533
3945,137.69889840881297
3946,135.9106010268805
3947,130.73621657312611
3948,129.73989345032916
3949,130.55303717135052
3950,133.16892725030826
3951,124.8423707440102
3952,125.91414944356102
3953,129.37500000000045
3954,132.3935029114319
3955,143.69051274178594
3956,136.27760252365863
3957,134.4119477286873
3958,128.07244501940482
3959,133.37449830194558
3960,144.75719146303774
3961,147.96079671198206
3962,154.98154981549933
3963,148.99713467048753
3964,148.19506016466153
3965,138.6392811296543
3966,134.4956413449545
3967,132.7188940092163
3968,127.82440284054174
3969,134.4956413449559
3970,134.03661185231144
3971,130.26315789473693
3972,129.24281984334164
3973,134.91567770143715
3974,138.6837881219905
3975,137.1864083836153
3976,125.79415501905966
3977,121.99630314232974
3978,124.84237074401086
3979,126.39642515161124
3980,125.43554006968802
3981,125.35612535612569
3982,124.29378531073307
3983,124.13793103448285
3984,128.61318609938306
3985,127.37214538436784
3986,135.3807583829522
3987,141.55394778232113
3988,140.71661237784997
3989,139.3548387096769
3990,129.32723709993417
3991,125.59467174119897
3992,132.96398891966848
3993,135.89178987102974
3994,144.46227929374007
3995,141.6857986224965
3996,143.73464373464347
3997,139.08564069542794
3998,133.4622823984522
3999,131.4268329783993
4000,128.21306906162914
4001,124.9173826834114
4002,120.9529627367139
4003,125.11848341232282
4004,123.86612449171
4005,124.7637051039706
4006,133.29219376735634
4007,129.75098296199124
4008,127.57731958762713
4009,124.4891543539765
4010,127.41312741312724
4011,132.6781326781338
4012,125.91414944355967
4013,118.18778726198191
4014,128.73134328358177
4015,131.6270566727626
4016,130.35264483627302
4017,129.79351032448577
4018,139.4484040904866
4019,140.9461663947825
4020,128.78048780487805
4021,129.98430141287415
4022,130.71104387291732
4023,130.39370078739972
4024,124.38302073050491
4025,130.69306930692892
4026,134.59037711313397
4027,130.86582947785664
4028,121.69637369391616
4029,125.35612535612297
4030,122.2905208670339
4031,130.5637982195829
4032,136.62239089184106
4033,134.66334164588463
4034,130.3116147308792
4035,130.7110438729227
4036,130.27061044682293
4037,131.78767541183842
4038,135.12668126368362
4039,135.38075838295364
4040,123.97507379468581
4041,118.81188118811988
4042,122.25995677678344
4043,124.88174077578125
4044,127.50230982445144
4045,126.14259597806152
4046,119.12640635340644
4047,123.9048811013757
4048,117.9941002949844
4049,126.11464968152829
4050,129.4964028776972
4051,139.5348837209311
4052,129.1585127201562
4053,129.33458294282948
4054,124.95867768595419
4055,121.58428001227978
4056,129.32723709993417
4057,132.3952670291005
4058,132.3124042879035
4059,130.04926108374266
4060,129.79351032448284
4061,134.03661185231144
4062,137.8870092563062
4063,129.5387634936176
4064,134.53752725007735
4065,138.28425096030625
4066,147.8672985781997
4067,150.38560411310885
4068,144.046094750319
4069,132.19094247245903
4070,125.47528517110018
4071,135.29595991230985
4072,140.12325656827488
4073,129.45406995750182
4074,124.33281004709434
4075,133.00492610837526
4076,129.92125984252152
4077,135.60432361611743
4078,142.24563714191794
4079,127.61843377377117
4080,132.84132841328235
4081,127.86567646108938
4082,125.39582013932898
4083,132.6781326781338
4084,135.38075838295364
4085,137.84301212507913
4086,126.92307692307581
4087,125.99427298758847
4088,116.20400258231196
4089,118.56963613550944
4090,125.24850894632557
4091,131.3069908814586
4092,135.42319749216455
4093,138.7728878894972
4094,141.06583072100474
4095,132.43408951563316
4096,144.31082331174608
4097,139.76059527661016
4098,136.53603034134062
4099,140.97744360902425
4100,136.2290227048387
4101,136.2290227048387
4102,131.46682897138783
4103,127.97527047912943
4104,119.67361740707193
4105,123.78868396373512
4106,131.01265822784848
4107,136.07499244027565
4108,131.26709206928226
4109,127.89620018535723
4110,135.82855418049874
4111,141.87192118226474
4112,139.44480309877127
4113,137.7111890341055
4114,134.11983855945343
4115,135.9773371104797
4116,116.55874190564292
4117,121.6963736939152
4118,114.06155703077847
4119,117.64705882352938
4120,123.85321100917433
4121,126.68298653610773
4122,120.0
4123,123.36448598130838
4124,144.97422680412376
4125,110.32258064516134
4126,128.332300061996
4127,134.06735751295315
4128,126.45082467929146
4129,125.37313432835806
4130,135.78756789378411
4131,110.3955841766329
4132,119.70979443772698
4133,126.23525661460016
4134,121.02689486552569
4135,124.96055538024648
4136,118.7335092348283
4137,114.85870556061958
4138,131.6270566727602
4139,118.38211114764826
4140,128.4463185209215
4141,134.94132985658456
4142,118.53803095159695
4143,123.01957129543315
4144,123.28767123287638
4145,137.9098988660742
4146,126.19502868068858
4147,117.06410653453095
4148,117.68551814318349
4149,127.16763005780423
4150,127.20848056537174
4151,116.20043037196403
4152,114.96350364963465
4153,130.55818353831606
4154,110.28700419219629
4155,123.98246712586122
4156,125.11848341232212
4157,131.3432835820894
4158,113.45729593444764
4159,120.40133779264241
4160,136.75213675213786
4161,122.41112828438983
4162,125.39582013932764
4163,135.93455003146596
4164,126.60550458715622
4165,133.24750563244265
4166,115.03347534996912
4167,135.82855418050013
4168,126.91600245248313
4169,135.78756789378446
4170,114.61491813220127
