,SCA_1,SCA_2,SCA_3
0,0.31507964344908923,0.23708472309896178,0.7790520196174551
1,0.294933845161025,0.22262639443438434,0.7425704761365446
2,0.31776825997610847,0.2408373399929038,0.7631904507423678
3,0.3939323184308074,0.2887806168256999,0.9586931241897417
4,0.33836892152529363,0.2539304409686005,0.815600874432601
5,0.2999231273473348,0.23038300117701582,0.7608120929790071
6,0.3250462746604219,0.24619139825360103,0.7624094222235618
7,0.3081161887577519,0.23624501475672402,0.7773623684797862
8,0.32547852340793093,0.24444233279780048,0.7900352934710678
9,0.3220939319487137,0.24822115353978966,0.8146551039884512
10,0.30862575201248,0.22997156369706975,0.7615016184855257
11,0.3365277579131996,0.2610091596118285,0.8414612750657463
12,0.33427626258389365,0.24898483361739798,0.8174103694513036
13,0.32690609260660586,0.2454320458058563,0.7851682692454777
14,0.30947281830951556,0.2359823808884578,0.7695735387451873
15,0.3161473579970544,0.23873501291423163,0.7774563947318966
16,0.28259379942505586,0.21283294134994438,0.7059769828542317
17,0.29392643194119156,0.22382732205750017,0.7315770830070815
18,0.28779968129406946,0.21800122300823327,0.728501774607101
19,0.3281311626450235,0.24992787892540771,0.8035222740297667
20,0.3076488416382768,0.23696029759792142,0.7673785090792206
21,0.3395534328306338,0.258920259931627,0.8013532664044589
22,0.3627697025644011,0.27908509474658655,0.9201093588041824
23,0.2959199225431631,0.2259646220475724,0.7225107151923248
24,0.2993306476406628,0.22969938396516812,0.7558793170935874
25,0.41565100483379464,0.2974079547891299,0.9832285952815646
26,0.32098325752859086,0.2449873518904875,0.8077730698214788
27,0.31614559228625777,0.23347216758449116,0.777112804128673
28,0.30613159501376874,0.2325884668380277,0.7613398191482794
29,0.35795268576122635,0.26818357254677416,0.8957781004207425
30,0.3370139856999285,0.25111648442087736,0.8146168565162099
31,0.32833732688249345,0.24787025955686884,0.8219858257568944
32,0.2934768541256948,0.22373253849925842,0.7244728440873428
33,0.32525022441536067,0.24261839380944686,0.8032841182107966
34,0.3255323168618065,0.2481676840876155,0.803017140525405
35,0.3820584525669602,0.28713995398574693,0.9187808671511664
36,0.46181846473070715,0.3346571383420872,1.0873954628802986
37,0.3862086786469724,0.29752051100019944,0.9588444842232599
38,0.33828379323395585,0.25733836011725825,0.8174444082595896
39,0.2697182928504581,0.20535178901548387,0.679800929086675
40,0.34338961120840006,0.2638512811224567,0.8507001274937093
41,0.3420472716660713,0.25805345243382893,0.8461560791341486
42,0.33438790662423196,0.2523720983343935,0.8246008406256851
43,0.38129085031482857,0.29100207993154265,0.9291110467553205
44,0.3199704425740212,0.24227010289835132,0.7860961118016786
45,0.34445786011609886,0.26096187413113353,0.8497657237767127
46,0.4378186886350475,0.3272030886210736,1.0186191278252918
47,0.3015281761229145,0.23059599308399112,0.7579793422423051
48,0.3109651766306375,0.24057356673282723,0.7664170414267704
49,0.3802238829683888,0.28880294715059623,0.9173667805438054
50,0.34517566976173725,0.26211210896676657,0.8276319990106625
51,0.31962715690536175,0.24550100074515832,0.7821497649347724
52,0.33241295665968185,0.24968648489628473,0.8134890152191221
53,0.30344199428229124,0.2329886709697252,0.7511918531517302
54,0.32918079070473627,0.25125310446304194,0.8286466405193466
55,0.3269827447718324,0.24959479006294338,0.7946122931441304
56,0.3002214159382662,0.22972396012443455,0.744585763868712
57,0.36099270797425,0.2691568677830333,0.9007827845874192
58,0.35052038958869663,0.2664578365529174,0.8642635703934384
59,0.309651484899992,0.23258282089059945,0.7608910406480474
60,0.28754334488673416,0.21838701095978097,0.71424565144656
61,0.3500419880704825,0.26436108831514127,0.86463055202754
62,0.338692218058595,0.25926609819531177,0.8489017142820107
63,0.36859573851668026,0.27626904110328926,0.8915366695272741
64,0.33898520562895473,0.25908861993215154,0.8479481059780157
65,0.32021201096444735,0.24223153959519605,0.8039706062840738
66,0.3201166349432729,0.2467995740572571,0.7814647190743271
67,0.3266162464635915,0.2450103840802852,0.7979832032550471
68,0.3225402522609265,0.24598187372444488,0.8018630306429757
69,0.36176758172733,0.2748600669828195,0.8897948137359045
70,0.3887080513286945,0.29747830387064117,0.9363115113318011
71,0.3408369557158067,0.2589734264027907,0.8436662188322105
72,0.31577035667119396,0.24127051818530462,0.7700118972395613
73,0.32937763517446833,0.25098409795197874,0.7928204184886265
74,0.33341732069418134,0.2547288418206983,0.7983757764814523
75,0.322808380122267,0.24631474218412625,0.8121366211747871
76,0.31224940996170975,0.23439208765079186,0.7645611273370299
77,0.2798425842117013,0.21144880687131518,0.690848404267508
