,SPEC_1,SPEC_2,SPEC_3
0,0.22893853934670752,0.32829943722606797,0.1424072800065674
1,0.059907428834610706,0.4280350023667455,0.1791562582927686
2,0.25256348385955407,0.3322996526892692,0.12065788591164864
3,0.061257657331481814,0.4521578597227433,0.16176022838949794
4,0.06715780263205362,0.421988694393178,0.17580695288361983
5,0.18404498812281248,0.3406714412494922,0.1667167682645598
6,0.0641573577495015,0.4448669936702108,0.16512024169508335
7,0.05107469122223482,0.4764955508126473,0.18081230436500564
8,0.07286676138175396,0.4303084669787076,0.19173805838794292
9,0.05735804279206202,0.4631988555077091,0.18086564338090208
10,0.2667316469494229,0.31730446496945225,0.1304170660639136
11,0.05667166408286543,0.46884899948035924,0.16410451440194618
12,0.23560168204226797,0.36010368369837353,0.11164900730576825
13,0.04883809248565065,0.45677368621194914,0.1913609856855702
14,0.06313195086845054,0.4251281617483741,0.17463342155299652
15,0.05538512569170996,0.46127166054480057,0.16707466563137532
16,0.2046969966188485,0.3354440839475284,0.1564832387684651
17,0.1970887833770028,0.32796664618173355,0.1547006360671349
18,0.06757832484551426,0.43265740681895964,0.14928555841471808
19,0.24110947588110068,0.3393458960753353,0.1322315645238898
20,0.05741667288421666,0.4444364825705063,0.16701574443367515
21,0.07789763657204207,0.42467958016142016,0.18441247164508623
22,0.05071908304971746,0.4554996680275428,0.17691838246532537
23,0.054552352079138486,0.44140483360251614,0.19463040125739814
24,0.051545317051426495,0.46251831591898246,0.17693439658903543
25,0.06859779165016919,0.45156627296946633,0.14452097118882762
26,0.06701212653573213,0.41467338005389537,0.17171113633143453
27,0.0805305568993016,0.4404707311083105,0.16107896548303272
28,0.04720530022920062,0.46748841794162704,0.18028481445716166
29,0.06338330012734293,0.43499399596718763,0.17646270840344494
30,0.04311891920603242,0.48607984713620056,0.17296366773207766
31,0.06806673044753338,0.413691157043155,0.14959664336654144
32,0.043105083609611905,0.4268772843822713,0.19075195084950688
33,0.06562515075669463,0.4270307700454139,0.16090952513582057
34,0.2509584503648446,0.3366181742053033,0.13901113269413262
35,0.04612493372282946,0.4662241291336288,0.18589159885002102
36,0.1056539626462943,0.41252359083174495,0.13903029566546832
37,0.19865256048781177,0.36328031689707324,0.13822792575820914
38,0.16525877033595726,0.3404434767068987,0.1737656086405451
39,0.10732832372655413,0.37654760025189427,0.2016176548526511
40,0.1605082301603011,0.3535117446837122,0.19977241306343238
41,0.030730536339892103,0.4453837556305173,0.22630746100681196
42,0.21657051959362753,0.362746536801628,0.13942555366798723
43,0.1344076474179805,0.38550852958782583,0.16250054679085962
44,0.18870738033492565,0.3412442833063164,0.1564950230146523
45,0.17255699898056123,0.3515656787524582,0.1861754310601805
46,0.18060069406356027,0.37067677853164716,0.13886510736817764
47,0.12343679275647337,0.3494888564618537,0.21390471042237913
48,0.088714734150096,0.3810331079297105,0.21678953047238933
49,0.17651173947758544,0.35356174793972156,0.1616035393885283
50,0.15652361597972542,0.38996962622789366,0.16801490033796945
51,0.06425418535494115,0.403324126858314,0.2118601790188468
52,0.1748251238037741,0.33469536836172165,0.1571613607412911
53,0.02357297522536325,0.4605661385521659,0.22816246129495785
54,0.1226770801964325,0.3678339620557122,0.1721809073169733
55,0.05752264632336594,0.4256393323336483,0.2044336593938687
56,0.041257179404029135,0.4641245897195275,0.1943101635923245
57,0.0664533527706369,0.42462962101291185,0.1688029272012171
58,0.053452162185845475,0.4780316951428345,0.15678009262348777
59,0.05392947341855402,0.4398644673086014,0.19744820123955698
60,0.1582309183703764,0.36044172510869243,0.1524889583164552
61,0.04120812705950909,0.43807613793947897,0.19443486279818928
62,0.0381168732313078,0.4676810362975271,0.17956592270142044
63,0.04369296977500122,0.4536949215890358,0.19972943694834822
64,0.05592358890978036,0.44618181872327184,0.16059994926114798
65,0.03738777149895161,0.5024376433739467,0.20807024585029288
66,0.25565854388925446,0.311525149147214,0.14378826240261564
67,0.18313177089677357,0.3476728540323304,0.15145769272567444
68,0.20035375751271634,0.3415387073791284,0.15794949314878254
69,0.1818426871972942,0.36872146496344005,0.14549243862155725
70,0.1973876341453998,0.3641370724048266,0.14733762902558964
71,0.032340449261513936,0.45945174711976244,0.1776253701139559
72,0.1608904070652341,0.3767830902599694,0.14397417697922926
73,0.0983767406424168,0.3841792864873941,0.19507562607869983
74,0.17543372752265995,0.3622802803399692,0.16089821567418353
75,0.19109773185259632,0.3329068780833756,0.16754378304470174
76,0.042134237320741875,0.4602375460129779,0.1992792731013955
77,0.06030367333240696,0.411643626627439,0.19337678856127485
78,0.1308631962491823,0.36926346890791345,0.16710691826072188
79,0.1934827189685581,0.33648199660842876,0.1512077162752003
80,0.26397492340522116,0.33800759669003755,0.14188466181118517
81,0.2424067267622898,0.3414217590118188,0.13992573872216307
82,0.19547344800625477,0.33263226531418355,0.17298878576099522
83,0.04677664728133027,0.46015606159175876,0.18263201549566346
84,0.0462958507245833,0.4137324248183474,0.20928806691864174
85,0.2511729212811602,0.3266985890952875,0.1421529880645873
86,0.038535556194133104,0.4537893864064672,0.19319372714192032
87,0.22593134596237083,0.34624899342359483,0.12596127581678176
88,0.20134208947087626,0.3316325001522737,0.1789998986338822
89,0.04077601152108278,0.488342563171285,0.17147497584072158
90,0.03817598437517071,0.48000338619202004,0.20456858563343386
91,0.0,0.47582035258149097,0.24834386006957304
92,0.06449233934350602,0.4146009257508801,0.20279120177023952
93,0.17176717547769232,0.36642705519907437,0.1583073772136237
94,0.0013867827484946795,0.4824023003925417,0.2537754475747613
95,0.04656719381553779,0.4538206443483438,0.17799883851314466
96,0.08974016766070969,0.40360109535489164,0.18818685035168836
97,0.046403704793144665,0.46297141016742827,0.17590021925781057
98,0.05671547274362966,0.4348577640843909,0.19279421207987374
99,0.054941476192253584,0.4326361653375356,0.17167256422477403
100,0.09889493433595102,0.4215317264303498,0.16724976907160144
101,0.0770148657211149,0.39079538339003783,0.20192728235347918
102,0.04952232822445953,0.45334689855444327,0.20057222725907892
103,0.04167687167828571,0.4541194454027911,0.1865199924972726
104,0.23044002912274153,0.3314139999721457,0.16387238556405134
105,0.05476124856803064,0.4424761166356579,0.18277488829443325
106,0.03359600226257118,0.47936102790463586,0.1810356502327487
107,0.07049222002165528,0.4257526903283399,0.18026697287145232
108,0.1738926886564191,0.3641841923620338,0.15280469438332356
109,0.24548818733451322,0.3173595537710844,0.11453812268766488
110,0.044776328238036046,0.4636953964240733,0.16342736544616637
111,0.07290379415407887,0.4377586555967286,0.18233755775298474
112,0.05283538368834238,0.4260090937030512,0.204500146498852
