,Complexity_1,Complexity_2,Complexity_3
0,0.11958941141594505,0.1594525485545934,0.10962362713128296
1,0.10962362713128296,0.0797262742772967,0.14948676426993132
2,0.12955519570060714,0.09965784284662088,0.12955519570060714
3,0.11958941141594505,0.08969205856195879,0.1594525485545934
4,0.10962362713128296,0.13952097998526922,0.12955519570060714
5,0.12955519570060714,0.09965784284662088,0.14948676426993132
6,0.09965784284662088,0.09965784284662088,0.11958941141594505
7,0.11958941141594505,0.11958941141594505,0.13952097998526922
8,0.10962362713128296,0.08969205856195879,0.13952097998526922
9,0.11958941141594505,0.09965784284662088,0.11958941141594505
10,0.12955519570060714,0.08969205856195879,0.13952097998526922
11,0.10962362713128296,0.12955519570060714,0.13952097998526922
12,0.12955519570060714,0.09965784284662088,0.13952097998526922
13,0.11958941141594505,0.09965784284662088,0.12955519570060714
14,0.12955519570060714,0.10962362713128296,0.13952097998526922
15,0.11958941141594505,0.14948676426993132,0.12955519570060714
16,0.13952097998526922,0.13952097998526922,0.13952097998526922
17,0.14948676426993132,0.13952097998526922,0.12955519570060714
18,0.11958941141594505,0.13952097998526922,0.14948676426993132
19,0.10962362713128296,0.08969205856195879,0.10962362713128296
20,0.13952097998526922,0.14948676426993132,0.13952097998526922
21,0.13952097998526922,0.13952097998526922,0.10962362713128296
22,0.10962362713128296,0.1594525485545934,0.08969205856195879
23,0.14948676426993132,0.13952097998526922,0.13952097998526922
24,0.11958941141594505,0.14948676426993132,0.1594525485545934
25,0.12955519570060714,0.09965784284662088,0.13952097998526922
26,0.09965784284662088,0.12955519570060714,0.12955519570060714
27,0.12955519570060714,0.13952097998526922,0.14948676426993132
28,0.10962362713128296,0.11958941141594505,0.09965784284662088
29,0.12955519570060714,0.09965784284662088,0.1594525485545934
30,0.10962362713128296,0.08969205856195879,0.12955519570060714
31,0.11958941141594505,0.0797262742772967,0.1594525485545934
32,0.11958941141594505,0.10962362713128296,0.11958941141594505
33,0.12955519570060714,0.13952097998526922,0.14948676426993132
34,0.12955519570060714,0.11958941141594505,0.12955519570060714
35,0.12955519570060714,0.1594525485545934,0.12955519570060714
36,0.11958941141594505,0.09965784284662088,0.13952097998526922
37,0.12955519570060714,0.09965784284662088,0.13952097998526922
38,0.14948676426993132,0.12955519570060714,0.14948676426993132
39,0.12955519570060714,0.13952097998526922,0.14948676426993132
40,0.13952097998526922,0.12955519570060714,0.1594525485545934
41,0.12955519570060714,0.13952097998526922,0.08969205856195879
42,0.10962362713128296,0.08969205856195879,0.09965784284662088
43,0.11958941141594505,0.14948676426993132,0.12955519570060714
44,0.11958941141594505,0.14948676426993132,0.09965784284662088
45,0.12955519570060714,0.13952097998526922,0.08969205856195879
46,0.11958941141594505,0.16941833283925548,0.10962362713128296
47,0.12955519570060714,0.12955519570060714,0.14948676426993132
48,0.13952097998526922,0.13952097998526922,0.16941833283925548
