,ST_EXP
6133,142.5
6134,142.5
6135,150.0
6136,157.5
6137,150.0
6138,142.5
6139,142.5
6140,127.5
6141,127.5
6142,165.0
6143,127.5
6144,127.5
6145,157.5
6146,157.5
6147,127.5
6148,150.0
6149,150.0
6150,127.5
6151,150.0
6152,150.0
6153,142.5
6154,150.0
6155,172.5
6156,150.0
6157,142.5
6158,157.5
6159,142.5
6160,142.5
6161,142.5
6162,142.5
6163,157.5
6164,142.5
6165,142.5
6166,127.5
6167,142.5
6168,120.0
6169,142.5
6170,150.0
6171,127.5
6172,142.5
6173,142.5
6174,150.0
6175,157.5
6176,142.5
6177,142.5
6178,142.5
6179,150.0
6180,157.5
6181,172.5
6182,142.5
6183,150.0
6184,142.5
6185,142.5
6186,180.0
6187,157.5
6188,142.5
6189,127.5
6190,120.0
6191,142.5
6192,112.5
6193,112.5
6194,157.5
6195,150.0
6196,157.5
6197,142.5
6198,127.5
6199,127.5
6200,157.5
6201,172.5
6202,127.5
6203,127.5
6204,157.5
6205,142.5
6206,142.5
6207,127.5
6208,150.0
6209,150.0
6210,157.5
6211,142.5
6212,142.5
6213,112.5
6214,165.0
6215,127.5
6216,142.5
6217,127.5
6218,165.0
6219,157.5
6220,142.5
6221,127.5
6222,150.0
6223,142.5
6224,112.5
6225,142.5
6226,142.5
6227,142.5
6228,142.5
6229,150.0
6230,142.5
6231,142.5
6232,142.5
6233,142.5
6234,112.5
6235,142.5
6236,142.5
6237,157.5
6238,142.5
6239,142.5
6240,127.5
6241,157.5
6242,127.5
6243,127.5
6244,142.5
6245,127.5
6246,127.5
6247,127.5
6248,157.5
6249,127.5
6250,142.5
6251,150.0
6252,135.0
6253,142.5
6254,157.5
6255,127.5
6256,142.5
6257,157.5
6258,142.5
6259,142.5
6260,142.5
6261,97.5
6262,142.5
6263,142.5
6264,127.5
6265,142.5
6266,127.5
6267,127.5
6268,112.5
6269,135.0
6270,135.0
6271,127.5
6272,247.5
6273,337.5
6274,247.5
6275,360.0
6276,262.5
6277,247.5
6278,337.5
6279,225.0
6280,142.5
6281,157.5
6282,225.0
6283,202.5
6284,217.5
6285,157.5
6286,142.5
6287,157.5
6288,270.0
6289,292.5
6290,352.5
6291,292.5
6292,352.5
6293,262.5
6294,322.5
6295,307.5
6296,345.0
6297,292.5
6298,307.5
6299,337.5
6300,307.5
6301,285.0
6302,292.5
6303,292.5
6304,277.5
6305,307.5
6306,165.0
6307,165.0
6308,195.0
6309,172.5
6310,390.0
6311,322.5
6312,337.5
6313,292.5
6314,337.5
6315,360.0
6316,292.5
6317,322.5
6318,322.5
6319,322.5
6320,330.0
6321,307.5
6322,307.5
6323,330.0
6324,337.5
6325,277.5
6326,285.0
6327,352.5
6328,202.5
6329,142.5
6330,217.5
6331,232.5
6332,262.5
6333,330.0
6334,367.5
6335,270.0
6336,307.5
6337,292.5
6338,300.0
6339,262.5
6340,322.5
6341,322.5
6342,352.5
6343,285.0
6344,352.5
6345,285.0
6346,292.5
6347,330.0
6348,187.5
6349,210.0
6350,232.5
6351,172.5
6352,292.5
6353,330.0
6354,382.5
6355,187.5
6356,157.5
6357,180.0
6358,187.5
6359,217.5
6360,307.5
6361,292.5
6362,300.0
6363,292.5
6364,277.5
6365,277.5
6366,322.5
6367,315.0
6368,292.5
6369,337.5
6370,322.5
6371,322.5
6372,345.0
6373,277.5
6374,285.0
6375,262.5
6376,330.0
6377,172.5
6378,187.5
6379,172.5
6380,255.0
6381,232.5
6382,225.0
6383,322.5
6384,345.0
6385,307.5
6386,285.0
6387,322.5
6388,322.5
6389,352.5
6390,292.5
6391,232.5
6392,187.5
6393,202.5
6394,157.5
6395,202.5
6396,217.5
6397,225.0
6398,255.0
6399,322.5
6400,322.5
6401,277.5
6402,330.0
6403,277.5
6404,277.5
6405,262.5
6406,330.0
6407,270.0
6408,277.5
6409,277.5
6410,285.0
6411,337.5
6412,262.5
6413,277.5
6414,262.5
6415,292.5
6416,262.5
6417,262.5
6418,202.5
6419,157.5
6420,157.5
6421,217.5
6422,187.5
6423,157.5
6424,270.0
6425,352.5
6426,270.0
6427,262.5
6428,277.5
6429,247.5
6430,262.5
6431,195.0
6432,172.5
6433,142.5
6434,247.5
6435,262.5
6436,292.5
6437,292.5
6438,262.5
6439,277.5
6440,262.5
6441,307.5
6442,262.5
6443,292.5
6444,202.5
6445,142.5
6446,202.5
6447,217.5
6448,172.5
6449,142.5
6450,195.0
6451,232.5
6452,180.0
6453,150.0
6454,172.5
6455,157.5
6456,172.5
6457,157.5
6458,247.5
6459,142.5
6460,307.5
6461,322.5
6462,330.0
6463,307.5
6464,157.5
6465,142.5
6466,232.5
6467,225.0
6468,322.5
6469,375.0
6470,337.5
6471,262.5
6472,322.5
6473,277.5
6474,262.5
6475,292.5
6476,232.5
6477,232.5
6478,262.5
6479,307.5
6480,337.5
6481,187.5
6482,157.5
6483,217.5
6484,127.5
6485,127.5
6486,112.5
6487,217.5
6488,112.5
6489,142.5
6490,112.5
6491,82.5
6492,112.5
6493,247.5
6494,75.0
6495,142.5
6496,202.5
6497,217.5
6498,202.5
6499,262.5
6500,172.5
6501,180.0
6502,172.5
6503,127.5
6504,82.5
6505,255.0
6506,322.5
6507,277.5
6508,247.5
6509,292.5
6510,277.5
6511,300.0
6512,232.5
6513,247.5
6514,337.5
6515,277.5
6516,157.5
6517,210.0
6518,127.5
6519,157.5
6520,135.0
6521,120.0
6522,105.0
6523,187.5
6524,172.5
6525,112.5
6526,187.5
6527,202.5
6528,82.5
6529,82.5
6530,97.5
6531,232.5
6532,247.5
6533,105.0
6534,112.5
6535,157.5
6536,202.5
6537,142.5
6538,277.5
6539,247.5
6540,232.5
6541,352.5
6542,247.5
6543,210.0
6544,277.5
6545,292.5
6546,285.0
6547,255.0
6548,240.0
6549,307.5
6550,180.0
6551,172.5
6552,150.0
6553,187.5
6554,127.5
6555,105.0
6556,165.0
6557,112.5
6558,172.5
6559,225.0
6560,112.5
6561,172.5
6562,180.0
6563,75.0
6564,82.5
6565,187.5
6566,127.5
6567,82.5
6568,135.0
6569,270.0
6570,300.0
6571,285.0
6572,232.5
6573,247.5
6574,232.5
6575,247.5
6576,247.5
6577,262.5
6578,247.5
6579,247.5
6580,247.5
6581,127.5
6582,97.5
6583,232.5
6584,165.0
6585,127.5
6586,75.0
6587,97.5
6588,97.5
6589,82.5
6590,97.5
6591,75.0
6592,90.0
6593,210.0
6594,157.5
6595,120.0
6596,135.0
6597,97.5
6598,187.5
6599,262.5
6600,262.5
6601,322.5
6602,292.5
6603,232.5
6604,217.5
6605,202.5
6606,262.5
6607,270.0
6608,270.0
6609,217.5
6610,270.0
6611,247.5
6612,172.5
6613,120.0
6614,142.5
6615,165.0
6616,75.0
6617,172.5
6618,210.0
6619,150.0
6620,172.5
6621,82.5
6622,82.5
6623,202.5
6624,135.0
6625,292.5
6626,97.5
6627,82.5
6628,165.0
6629,90.0
6630,292.5
6631,277.5
6632,255.0
6633,247.5
6634,262.5
6635,232.5
6636,232.5
6637,217.5
6638,247.5
6639,232.5
6640,202.5
6641,202.5
6642,172.5
6643,142.5
6644,210.0
6645,112.5
6646,105.0
6647,112.5
6648,172.5
6649,135.0
6650,217.5
6651,157.5
6652,247.5
6653,202.5
6654,187.5
6655,202.5
6656,262.5
6657,172.5
6658,285.0
6659,187.5
6660,247.5
6661,262.5
6662,187.5
6663,112.5
6664,127.5
6665,127.5
6666,127.5
6667,127.5
6668,135.0
6669,127.5
6670,127.5
6671,135.0
6672,112.5
6673,135.0
6674,112.5
6675,127.5
6676,112.5
6677,127.5
6678,142.5
6679,150.0
6680,105.0
6681,142.5
6682,105.0
6683,127.5
6684,142.5
6685,120.0
6686,142.5
6687,135.0
6688,127.5
6689,135.0
6690,120.0
6691,150.0
6692,142.5
6693,127.5
6694,127.5
6695,127.5
6696,112.5
6697,127.5
6698,112.5
6699,142.5
6700,112.5
6701,150.0
6702,135.0
6703,127.5
6704,97.5
6705,135.0
6706,142.5
6707,127.5
6708,120.0
6709,127.5
6710,142.5
6711,112.5
6712,150.0
6713,112.5
6714,135.0
6715,97.5
6716,150.0
6717,142.5
6718,142.5
6719,97.5
6720,127.5
6721,112.5
6722,112.5
6723,135.0
6724,150.0
6725,142.5
6726,127.5
6727,142.5
6728,120.0
6729,135.0
6730,127.5
6731,105.0
6732,127.5
6733,127.5
6734,127.5
6735,127.5
6736,120.0
6737,112.5
6738,127.5
6739,142.5
6740,127.5
6741,142.5
6742,120.0
6743,142.5
6744,127.5
6745,112.5
6746,112.5
6747,127.5
6748,127.5
6749,112.5
6750,120.0
6751,135.0
6752,120.0
6753,127.5
6754,105.0
6755,127.5
6756,142.5
6757,112.5
6758,97.5
6759,97.5
6760,142.5
6761,127.5
6762,127.5
6763,135.0
6764,142.5
6765,105.0
6766,120.0
6767,142.5
6768,127.5
6769,135.0
6770,112.5
6771,127.5
6772,127.5
6773,112.5
6774,97.5
6775,165.0
6776,127.5
6777,97.5
6778,97.5
6779,142.5
6780,127.5
6781,142.5
6782,127.5
6783,157.5
6784,120.0
6785,127.5
6786,127.5
6787,120.0
6788,97.5
6789,127.5
6790,127.5
6791,142.5
6792,97.5
6793,112.5
6794,127.5
6795,97.5
6796,127.5
6797,112.5
6798,127.5
6799,97.5
6800,127.5
6801,112.5
6802,165.0
6803,135.0
6804,112.5
6805,112.5
6806,112.5
6807,127.5
6808,112.5
6809,112.5
6810,112.5
6811,142.5
6812,112.5
6813,120.0
6814,127.5
6815,157.5
6816,142.5
6817,112.5
6818,142.5
6819,142.5
6820,142.5
6821,127.5
6822,142.5
6823,120.0
6824,112.5
6825,142.5
6826,127.5
6827,112.5
6828,127.5
6829,150.0
6830,135.0
6831,112.5
6832,142.5
6833,112.5
6834,127.5
6835,120.0
6836,142.5
6837,127.5
6838,112.5
6839,120.0
6840,112.5
6841,97.5
6842,127.5
6843,120.0
6844,127.5
6845,127.5
6846,112.5
6847,142.5
6848,127.5
6849,97.5
6850,142.5
6851,127.5
6852,112.5
6853,127.5
6854,127.5
6855,127.5
6856,82.5
6857,142.5
6858,112.5
6859,142.5
6860,315.0
6861,352.5
6862,322.5
6863,135.0
6864,22.5
6865,157.5
6866,330.0
6867,322.5
6868,15.0
6869,75.0
6870,52.5
6871,22.5
6872,322.5
6873,352.5
6874,337.5
6875,30.0
6876,292.5
6877,127.5
6878,135.0
6879,52.5
6880,292.5
6881,157.5
6882,307.5
6883,315.0
6884,292.5
6885,22.5
6886,285.0
6887,322.5
6888,105.0
6889,307.5
6890,345.0
6891,360.0
6892,345.0
6893,45.0
6894,307.5
6895,15.0
6896,337.5
6897,352.5
6898,292.5
6899,127.5
6900,307.5
6901,112.5
6902,367.5
6903,337.5
6904,60.0
6905,277.5
6906,15.0
6907,330.0
6908,337.5
6909,322.5
6910,315.0
6911,277.5
6912,15.0
6913,127.5
6914,135.0
6915,150.0
6916,307.5
6917,105.0
6918,285.0
6919,352.5
6920,90.0
6921,157.5
6922,105.0
6923,322.5
6924,180.0
6925,337.5
6926,142.5
6927,75.0
6928,352.5
6929,322.5
6930,60.0
6931,82.5
6932,322.5
6933,127.5
6934,157.5
6935,360.0
6936,337.5
6937,315.0
6938,30.0
6939,67.5
6940,157.5
6941,345.0
6942,352.5
6943,300.0
6944,15.0
6945,292.5
6946,322.5
6947,322.5
6948,30.0
6949,307.5
6950,337.5
6951,352.5
6952,360.0
6953,330.0
6954,292.5
6955,67.5
6956,60.0
6957,172.5
6958,307.5
6959,90.0
6960,352.5
6961,337.5
6962,322.5
6963,352.5
6964,232.5
6965,22.5
6966,45.0
6967,150.0
6968,352.5
6969,337.5
6970,180.0
6971,345.0
6972,97.5
6973,322.5
6974,15.0
6975,322.5
6976,322.5
6977,352.5
6978,315.0
6979,337.5
6980,127.5
6981,97.5
6982,105.0
6983,322.5
6984,337.5
6985,322.5
6986,345.0
6987,322.5
6988,322.5
6989,15.0
6990,352.5
6991,45.0
6992,15.0
6993,157.5
6994,322.5
6995,37.5
6996,37.5
6997,360.0
6998,112.5
6999,322.5
7000,337.5
7001,52.5
7002,322.5
7003,337.5
7004,142.5
7005,15.0
7006,30.0
7007,352.5
7008,322.5
7009,337.5
7010,330.0
7011,15.0
7012,337.5
7013,97.5
7014,322.5
7015,315.0
7016,322.5
7017,127.5
7018,112.5
7019,337.5
7020,172.5
7021,30.0
7022,127.5
7023,142.5
7024,15.0
7025,120.0
7026,330.0
7027,337.5
7028,337.5
7029,217.5
7030,352.5
7031,322.5
7032,307.5
7033,322.5
7034,127.5
7035,352.5
7036,15.0
7037,45.0
7038,352.5
7039,82.5
7040,345.0
7041,112.5
7042,22.5
7043,322.5
7044,352.5
7045,67.5
7046,45.0
7047,82.5
7048,330.0
7049,127.5
7050,352.5
7051,75.0
7052,30.0
7053,105.0
7054,30.0
7055,135.0
7056,202.5
7057,210.0
7058,247.5
7059,225.0
7060,210.0
7061,210.0
7062,232.5
7063,217.5
7064,157.5
7065,67.5
7066,225.0
7067,240.0
7068,97.5
7069,240.0
7070,217.5
7071,247.5
7072,240.0
7073,52.5
7074,240.0
7075,157.5
7076,142.5
7077,225.0
7078,82.5
7079,210.0
7080,217.5
7081,142.5
7082,210.0
7083,232.5
7084,112.5
7085,240.0
7086,240.0
7087,232.5
7088,150.0
7089,232.5
7090,142.5
7091,240.0
7092,240.0
7093,225.0
7094,150.0
7095,232.5
7096,127.5
7097,232.5
7098,247.5
7099,217.5
7100,97.5
7101,142.5
7102,180.0
7103,82.5
7104,127.5
7105,97.5
7106,90.0
7107,90.0
7108,217.5
7109,127.5
7110,217.5
7111,127.5
7112,210.0
7113,240.0
7114,210.0
7115,82.5
7116,247.5
7117,135.0
7118,217.5
7119,217.5
7120,187.5
7121,150.0
7122,217.5
7123,225.0
7124,232.5
7125,217.5
7126,232.5
7127,247.5
7128,232.5
7129,210.0
7130,225.0
7131,217.5
7132,112.5
7133,232.5
7134,135.0
7135,97.5
7136,127.5
7137,127.5
7138,172.5
7139,157.5
7140,120.0
7141,135.0
7142,67.5
7143,150.0
7144,157.5
7145,217.5
7146,97.5
7147,112.5
7148,52.5
7149,135.0
7150,150.0
7151,112.5
7152,75.0
7153,90.0
7154,120.0
7155,120.0
7156,75.0
7157,187.5
7158,67.5
7159,142.5
7160,150.0
7161,195.0
7162,75.0
7163,135.0
7164,67.5
7165,75.0
7166,97.5
7167,67.5
7168,67.5
7169,82.5
7170,127.5
7171,97.5
7172,127.5
7173,127.5
7174,112.5
7175,157.5
7176,150.0
7177,210.0
7178,210.0
7179,210.0
7180,210.0
7181,217.5
7182,142.5
7183,210.0
7184,210.0
7185,225.0
7186,112.5
7187,202.5
7188,187.5
7189,187.5
7190,165.0
7191,112.5
7192,187.5
7193,187.5
7194,90.0
7195,157.5
7196,217.5
7197,217.5
7198,225.0
7199,247.5
7200,232.5
7201,210.0
7202,120.0
7203,112.5
7204,202.5
7205,142.5
7206,202.5
7207,247.5
7208,127.5
7209,225.0
7210,195.0
7211,210.0
7212,210.0
7213,172.5
7214,127.5
7215,127.5
7216,127.5
7217,172.5
7218,127.5
7219,165.0
7220,180.0
7221,157.5
7222,142.5
7223,150.0
7224,225.0
7225,225.0
7226,210.0
7227,210.0
7228,217.5
7229,217.5
7230,217.5
7231,240.0
7232,187.5
7233,202.5
7234,210.0
7235,202.5
7236,157.5
7237,75.0
7238,232.5
7239,202.5
7240,210.0
7241,225.0
7242,217.5
7243,210.0
7244,225.0
7245,232.5
7246,232.5
7247,225.0
7248,232.5
7249,232.5
7250,240.0
7251,247.5
7252,127.5
7253,105.0
7254,112.5
7255,127.5
7256,127.5
7257,127.5
7258,127.5
7259,97.5
7260,97.5
7261,127.5
7262,120.0
7263,135.0
7264,142.5
7265,127.5
7266,127.5
7267,112.5
7268,135.0
7269,112.5
7270,127.5
7271,127.5
7272,127.5
7273,127.5
7274,150.0
7275,142.5
7276,127.5
7277,120.0
7278,127.5
7279,135.0
7280,127.5
7281,142.5
7282,97.5
7283,127.5
7284,112.5
7285,112.5
7286,112.5
7287,112.5
7288,127.5
7289,120.0
7290,112.5
7291,127.5
7292,120.0
7293,97.5
7294,127.5
7295,120.0
7296,112.5
7297,135.0
7298,112.5
7299,127.5
7300,127.5
7301,112.5
7302,127.5
7303,127.5
7304,127.5
7305,97.5
7306,127.5
7307,112.5
7308,127.5
7309,127.5
7310,127.5
7311,97.5
7312,135.0
7313,112.5
7314,127.5
7315,127.5
7316,127.5
7317,150.0
7318,105.0
7319,120.0
7320,127.5
7321,112.5
7322,120.0
7323,142.5
7324,112.5
7325,127.5
7326,112.5
7327,112.5
7328,105.0
7329,127.5
7330,150.0
7331,127.5
7332,127.5
7333,127.5
7334,135.0
7335,150.0
7336,142.5
7337,127.5
7338,127.5
7339,127.5
7340,127.5
7341,127.5
7342,90.0
7343,82.5
7344,112.5
7345,127.5
7346,97.5
7347,142.5
7348,127.5
7349,82.5
7350,127.5
7351,97.5
7352,105.0
7353,82.5
7354,97.5
7355,90.0
7356,82.5
7357,82.5
7358,90.0
7359,82.5
7360,67.5
7361,82.5
7362,105.0
7363,75.0
7364,67.5
7365,82.5
7366,142.5
7367,112.5
7368,112.5
7369,105.0
7370,67.5
7371,82.5
7372,97.5
7373,142.5
7374,97.5
7375,127.5
7376,120.0
7377,112.5
7378,97.5
7379,75.0
7380,112.5
7381,82.5
7382,90.0
7383,82.5
7384,105.0
7385,142.5
7386,127.5
7387,127.5
7388,127.5
7389,142.5
7390,127.5
7391,127.5
7392,112.5
7393,112.5
7394,142.5
7395,127.5
7396,97.5
7397,97.5
7398,82.5
7399,90.0
7400,82.5
7401,82.5
7402,82.5
7403,97.5
7404,120.0
7405,127.5
7406,127.5
7407,127.5
7408,112.5
7409,127.5
7410,127.5
7411,135.0
7412,97.5
7413,142.5
7414,127.5
7415,112.5
7416,112.5
7417,112.5
7418,112.5
7419,127.5
7420,142.5
7421,127.5
7422,127.5
7423,127.5
7424,127.5
7425,135.0
7426,127.5
7427,127.5
7428,157.5
7429,127.5
7430,105.0
7431,127.5
7432,135.0
7433,120.0
7434,112.5
7435,97.5
7436,112.5
7437,127.5
7438,127.5
7439,120.0
7440,112.5
7441,97.5
7442,127.5
7443,127.5
7444,112.5
7445,112.5
7446,127.5
7447,127.5
7448,135.0
7449,127.5
7450,120.0
7451,135.0
7452,127.5
7453,142.5
7454,120.0
7455,120.0
7456,112.5
7457,120.0
7458,180.0
7459,112.5
7460,150.0
7461,135.0
7462,127.5
7463,172.5
7464,127.5
7465,142.5
7466,112.5
7467,180.0
7468,165.0
7469,120.0
7470,127.5
7471,127.5
7472,157.5
7473,127.5
7474,142.5
7475,165.0
7476,127.5
7477,112.5
7478,112.5
7479,142.5
7480,127.5
7481,142.5
7482,157.5
7483,127.5
7484,112.5
7485,187.5
7486,112.5
7487,112.5
7488,142.5
7489,112.5
7490,112.5
7491,157.5
7492,210.0
7493,127.5
7494,142.5
7495,165.0
7496,127.5
7497,187.5
7498,172.5
7499,135.0
7500,142.5
7501,142.5
7502,120.0
7503,142.5
7504,142.5
7505,142.5
7506,142.5
7507,135.0
7508,97.5
7509,150.0
7510,127.5
7511,150.0
7512,112.5
7513,157.5
7514,142.5
7515,112.5
7516,142.5
7517,157.5
7518,142.5
7519,142.5
7520,157.5
7521,97.5
7522,120.0
7523,112.5
7524,105.0
7525,97.5
7526,165.0
7527,150.0
7528,150.0
7529,112.5
7530,120.0
7531,135.0
7532,120.0
7533,172.5
7534,157.5
7535,112.5
7536,127.5
7537,127.5
7538,112.5
7539,142.5
7540,150.0
7541,150.0
7542,105.0
7543,97.5
7544,127.5
7545,105.0
7546,157.5
7547,112.5
7548,97.5
7549,135.0
7550,112.5
7551,97.5
7552,97.5
7553,112.5
7554,127.5
7555,120.0
7556,127.5
7557,112.5
7558,127.5
7559,157.5
7560,112.5
7561,142.5
7562,157.5
7563,97.5
7564,112.5
7565,112.5
7566,150.0
7567,135.0
7568,120.0
7569,150.0
7570,142.5
7571,127.5
7572,135.0
7573,112.5
7574,157.5
7575,112.5
7576,172.5
7577,112.5
7578,127.5
7579,127.5
7580,127.5
7581,127.5
7582,157.5
7583,180.0
7584,157.5
7585,127.5
7586,127.5
7587,142.5
7588,142.5
7589,142.5
7590,165.0
7591,142.5
7592,135.0
7593,112.5
7594,135.0
7595,157.5
7596,127.5
7597,142.5
7598,165.0
7599,172.5
7600,142.5
7601,150.0
7602,157.5
7603,172.5
7604,157.5
7605,157.5
7606,187.5
7607,142.5
7608,172.5
7609,127.5
7610,142.5
7611,172.5
7612,157.5
7613,142.5
7614,172.5
7615,187.5
7616,135.0
7617,142.5
7618,187.5
7619,187.5
7620,157.5
7621,172.5
7622,142.5
7623,157.5
7624,172.5
7625,172.5
7626,157.5
7627,172.5
7628,157.5
7629,150.0
7630,187.5
7631,157.5
7632,172.5
7633,157.5
7634,172.5
7635,172.5
7636,187.5
7637,142.5
7638,142.5
7639,142.5
7640,127.5
7641,157.5
7642,187.5
7643,142.5
7644,127.5
7645,112.5
7646,112.5
7647,112.5
7648,127.5
7649,127.5
7650,120.0
7651,135.0
7652,112.5
7653,150.0
7654,97.5
7655,112.5
7656,127.5
7657,112.5
7658,127.5
7659,120.0
7660,127.5
7661,142.5
7662,52.5
7663,127.5
7664,90.0
7665,105.0
7666,97.5
7667,135.0
7668,127.5
7669,112.5
7670,112.5
7671,142.5
7672,127.5
7673,142.5
7674,127.5
7675,112.5
7676,142.5
7677,127.5
7678,127.5
7679,112.5
7680,142.5
7681,157.5
7682,135.0
7683,135.0
7684,105.0
7685,142.5
7686,135.0
7687,127.5
7688,142.5
7689,112.5
7690,127.5
7691,157.5
7692,127.5
7693,135.0
7694,112.5
7695,105.0
7696,112.5
7697,127.5
7698,97.5
7699,97.5
7700,97.5
7701,127.5
7702,112.5
7703,127.5
7704,150.0
7705,112.5
7706,142.5
7707,127.5
7708,112.5
7709,105.0
7710,120.0
7711,127.5
7712,120.0
7713,127.5
7714,112.5
7715,127.5
7716,135.0
7717,150.0
7718,112.5
7719,105.0
7720,127.5
7721,112.5
7722,127.5
7723,127.5
7724,127.5
7725,127.5
7726,112.5
7727,150.0
7728,105.0
7729,112.5
7730,97.5
7731,97.5
7732,112.5
7733,112.5
7734,142.5
7735,97.5
7736,135.0
7737,105.0
7738,127.5
7739,127.5
7740,112.5
7741,127.5
7742,127.5
7743,120.0
7744,127.5
7745,142.5
7746,120.0
7747,105.0
7748,142.5
7749,105.0
7750,142.5
7751,135.0
7752,112.5
7753,112.5
7754,127.5
7755,127.5
7756,97.5
7757,112.5
7758,112.5
7759,112.5
7760,82.5
7761,135.0
7762,97.5
7763,90.0
7764,120.0
7765,112.5
7766,120.0
7767,97.5
7768,120.0
7769,127.5
7770,142.5
7771,127.5
7772,127.5
7773,142.5
7774,112.5
7775,127.5
7776,97.5
7777,127.5
7778,112.5
7779,97.5
7780,82.5
7781,90.0
7782,105.0
7783,97.5
7784,112.5
7785,97.5
7786,105.0
7787,127.5
7788,97.5
7789,105.0
7790,112.5
7791,112.5
7792,97.5
7793,135.0
7794,97.5
7795,112.5
7796,120.0
7797,112.5
7798,112.5
7799,97.5
7800,112.5
7801,120.0
7802,112.5
7803,127.5
7804,105.0
7805,105.0
7806,120.0
7807,120.0
7808,105.0
7809,142.5
7810,150.0
7811,105.0
7812,127.5
7813,97.5
7814,112.5
7815,127.5
7816,127.5
7817,127.5
7818,142.5
7819,127.5
7820,135.0
7821,97.5
7822,90.0
7823,127.5
7824,142.5
7825,142.5
7826,157.5
7827,127.5
7828,112.5
7829,112.5
7830,90.0
7831,127.5
7832,127.5
7833,127.5
7834,127.5
7835,82.5
7836,112.5
7837,127.5
7838,142.5
7839,120.0
7840,202.5
7841,247.5
7842,202.5
7843,270.0
7844,202.5
7845,202.5
7846,142.5
7847,202.5
7848,202.5
7849,157.5
7850,150.0
7851,97.5
7852,112.5
7853,187.5
7854,232.5
7855,172.5
7856,135.0
7857,187.5
7858,202.5
7859,142.5
7860,112.5
7861,142.5
7862,172.5
7863,210.0
7864,172.5
7865,157.5
7866,157.5
7867,195.0
7868,202.5
7869,202.5
7870,195.0
7871,165.0
7872,157.5
7873,202.5
7874,187.5
7875,112.5
7876,135.0
7877,127.5
7878,240.0
7879,202.5
7880,217.5
7881,232.5
7882,202.5
7883,277.5
7884,172.5
7885,172.5
7886,105.0
7887,112.5
7888,142.5
7889,187.5
7890,112.5
7891,165.0
7892,232.5
7893,202.5
7894,232.5
7895,187.5
7896,187.5
7897,225.0
7898,52.5
7899,217.5
7900,217.5
7901,150.0
7902,142.5
7903,135.0
7904,97.5
7905,232.5
7906,97.5
7907,127.5
7908,127.5
7909,97.5
7910,97.5
7911,202.5
7912,217.5
7913,97.5
7914,112.5
7915,112.5
7916,255.0
7917,105.0
7918,210.0
7919,255.0
7920,112.5
7921,135.0
7922,142.5
7923,120.0
7924,97.5
7925,187.5
7926,82.5
7927,150.0
7928,172.5
7929,202.5
7930,97.5
7931,142.5
7932,180.0
7933,127.5
7934,150.0
7935,105.0
7936,112.5
7937,157.5
7938,157.5
7939,90.0
7940,97.5
7941,157.5
7942,135.0
7943,157.5
7944,187.5
7945,105.0
7946,112.5
7947,187.5
7948,172.5
7949,262.5
7950,142.5
7951,262.5
7952,202.5
7953,262.5
7954,187.5
7955,142.5
7956,247.5
7957,112.5
7958,157.5
7959,172.5
7960,202.5
7961,127.5
7962,67.5
7963,112.5
7964,112.5
7965,127.5
7966,142.5
7967,112.5
7968,75.0
7969,112.5
7970,97.5
7971,142.5
7972,67.5
7973,150.0
7974,82.5
7975,67.5
7976,120.0
7977,112.5
7978,127.5
7979,97.5
7980,157.5
7981,112.5
7982,112.5
7983,97.5
7984,120.0
7985,105.0
7986,97.5
7987,165.0
7988,97.5
7989,52.5
7990,90.0
7991,90.0
7992,82.5
7993,180.0
7994,172.5
7995,120.0
7996,127.5
7997,45.0
7998,112.5
7999,75.0
8000,135.0
8001,172.5
8002,112.5
8003,90.0
8004,150.0
8005,202.5
8006,142.5
8007,202.5
8008,60.0
8009,217.5
8010,52.5
8011,82.5
8012,120.0
8013,142.5
8014,112.5
8015,202.5
8016,142.5
8017,247.5
8018,232.5
8019,157.5
8020,202.5
8021,112.5
8022,172.5
8023,292.5
8024,247.5
8025,277.5
8026,300.0
8027,172.5
8028,217.5
8029,322.5
8030,232.5
8031,195.0
8032,67.5
8033,112.5
8034,277.5
8035,247.5
8036,127.5
8037,135.0
8038,120.0
8039,127.5
8040,127.5
8041,127.5
8042,135.0
8043,135.0
8044,135.0
8045,135.0
8046,142.5
8047,135.0
8048,135.0
8049,127.5
8050,120.0
8051,135.0
8052,150.0
8053,127.5
8054,142.5
8055,127.5
8056,120.0
8057,142.5
8058,135.0
8059,142.5
8060,127.5
8061,142.5
8062,157.5
8063,142.5
8064,142.5
8065,142.5
8066,142.5
8067,142.5
8068,127.5
8069,127.5
8070,142.5
8071,142.5
8072,135.0
8073,142.5
8074,127.5
8075,142.5
8076,135.0
8077,127.5
8078,142.5
8079,142.5
8080,150.0
8081,142.5
8082,142.5
8083,142.5
8084,142.5
8085,157.5
8086,172.5
8087,150.0
8088,142.5
8089,142.5
8090,180.0
8091,142.5
8092,150.0
8093,150.0
8094,142.5
8095,142.5
8096,142.5
8097,142.5
8098,142.5
8099,150.0
8100,120.0
8101,187.5
8102,195.0
8103,195.0
8104,97.5
8105,172.5
8106,157.5
8107,142.5
8108,142.5
8109,142.5
8110,142.5
8111,142.5
8112,142.5
8113,142.5
8114,142.5
8115,82.5
8116,97.5
8117,127.5
8118,120.0
8119,150.0
8120,142.5
8121,142.5
8122,135.0
8123,142.5
8124,142.5
8125,127.5
8126,127.5
8127,142.5
8128,142.5
8129,142.5
8130,142.5
