,ST_EXP
2137,187.5
2138,127.5
2139,202.5
2140,127.5
2141,150.0
2142,202.5
2143,142.5
2144,142.5
2145,187.5
2146,165.0
2147,217.5
2148,202.5
2149,157.5
2150,135.0
2151,232.5
2152,157.5
2153,172.5
2154,202.5
2155,202.5
2156,187.5
2157,262.5
2158,202.5
2159,262.5
2160,187.5
2161,232.5
2162,172.5
2163,270.0
2164,217.5
2165,262.5
2166,172.5
2167,217.5
2168,270.0
2169,187.5
2170,217.5
2171,262.5
2172,157.5
2173,180.0
2174,187.5
2175,247.5
2176,277.5
2177,277.5
2178,262.5
2179,187.5
2180,232.5
2181,172.5
2182,202.5
2183,277.5
2184,202.5
2185,232.5
2186,232.5
2187,277.5
2188,270.0
2189,172.5
2190,307.5
2191,157.5
2192,172.5
2193,285.0
2194,217.5
2195,247.5
2196,225.0
2197,187.5
2198,247.5
2199,277.5
2200,187.5
2201,247.5
2202,157.5
2203,240.0
2204,172.5
2205,172.5
2206,270.0
2207,262.5
2208,232.5
2209,292.5
2210,187.5
2211,247.5
2212,232.5
2213,202.5
2214,210.0
2215,270.0
2216,187.5
2217,255.0
2218,225.0
2219,292.5
2220,315.0
2221,232.5
2222,180.0
2223,262.5
2224,255.0
2225,202.5
2226,262.5
2227,232.5
2228,180.0
2229,277.5
2230,330.0
2231,262.5
2232,187.5
2233,187.5
2234,240.0
2235,285.0
2236,277.5
2237,240.0
2238,247.5
2239,217.5
2240,262.5
2241,180.0
2242,225.0
2243,262.5
2244,217.5
2245,180.0
2246,262.5
2247,202.5
2248,247.5
2249,292.5
2250,202.5
2251,172.5
2252,217.5
2253,217.5
2254,240.0
2255,262.5
2256,262.5
2257,187.5
2258,270.0
2259,262.5
2260,217.5
2261,270.0
2262,247.5
2263,187.5
2264,157.5
2265,262.5
2266,285.0
2267,232.5
2268,232.5
2269,277.5
2270,232.5
2271,247.5
2272,292.5
2273,202.5
2274,232.5
2275,187.5
2276,202.5
2277,202.5
2278,232.5
2279,262.5
2280,202.5
2281,292.5
2282,262.5
2283,172.5
2284,217.5
2285,232.5
2286,262.5
2287,292.5
2288,232.5
2289,202.5
2290,277.5
2291,247.5
2292,210.0
2293,187.5
2294,277.5
2295,217.5
2296,315.0
2297,187.5
2298,240.0
2299,232.5
2300,292.5
2301,217.5
2302,300.0
2303,292.5
2304,202.5
2305,232.5
2306,202.5
2307,322.5
2308,262.5
2309,270.0
2310,247.5
2311,277.5
2312,195.0
2313,232.5
2314,225.0
2315,187.5
2316,195.0
2317,210.0
2318,277.5
2319,232.5
2320,247.5
2321,195.0
2322,210.0
2323,232.5
2324,187.5
2325,255.0
2326,232.5
2327,202.5
2328,232.5
2329,292.5
2330,202.5
2331,262.5
2332,285.0
2333,217.5
2334,180.0
2335,262.5
2336,262.5
2337,247.5
2338,270.0
2339,217.5
2340,300.0
2341,217.5
2342,187.5
2343,255.0
2344,232.5
2345,232.5
2346,292.5
2347,247.5
2348,247.5
2349,277.5
2350,292.5
2351,210.0
2352,187.5
2353,195.0
2354,202.5
2355,180.0
2356,180.0
2357,187.5
2358,202.5
2359,187.5
2360,187.5
2361,202.5
2362,187.5
2363,202.5
2364,187.5
2365,180.0
2366,187.5
2367,172.5
2368,187.5
2369,187.5
2370,202.5
2371,172.5
2372,202.5
2373,165.0
2374,187.5
2375,202.5
2376,187.5
2377,202.5
2378,195.0
2379,202.5
2380,187.5
2381,187.5
2382,187.5
2383,172.5
2384,187.5
2385,195.0
2386,172.5
2387,210.0
2388,187.5
2389,172.5
2390,202.5
2391,202.5
2392,202.5
2393,187.5
2394,180.0
2395,187.5
2396,210.0
2397,195.0
2398,187.5
2399,195.0
2400,187.5
2401,172.5
2402,187.5
2403,187.5
2404,187.5
2405,187.5
2406,187.5
2407,172.5
2408,172.5
2409,202.5
2410,202.5
2411,187.5
2412,172.5
2413,195.0
2414,202.5
2415,187.5
2416,187.5
2417,187.5
2418,202.5
2419,195.0
2420,187.5
2421,187.5
2422,202.5
2423,180.0
2424,187.5
2425,210.0
2426,172.5
2427,172.5
2428,172.5
2429,180.0
2430,172.5
2431,187.5
2432,202.5
2433,202.5
2434,187.5
2435,187.5
2436,187.5
2437,202.5
2438,202.5
2439,187.5
2440,202.5
2441,202.5
2442,180.0
2443,187.5
2444,172.5
2445,187.5
2446,187.5
2447,180.0
2448,187.5
2449,217.5
2450,187.5
2451,202.5
2452,202.5
2453,202.5
2454,202.5
2455,187.5
2456,195.0
2457,187.5
2458,172.5
2459,225.0
2460,187.5
2461,172.5
2462,210.0
2463,172.5
2464,187.5
2465,187.5
2466,187.5
2467,187.5
2468,187.5
2469,172.5
2470,172.5
2471,172.5
2472,172.5
2473,172.5
2474,187.5
2475,172.5
2476,202.5
2477,202.5
2478,232.5
2479,187.5
2480,195.0
2481,180.0
2482,180.0
2483,187.5
2484,195.0
2485,202.5
2486,225.0
2487,187.5
2488,187.5
2489,202.5
2490,210.0
2491,187.5
2492,187.5
2493,172.5
2494,202.5
2495,187.5
2496,187.5
2497,172.5
2498,202.5
2499,187.5
2500,187.5
2501,210.0
2502,195.0
2503,187.5
2504,172.5
2505,187.5
2506,172.5
2507,217.5
2508,225.0
2509,202.5
2510,202.5
2511,217.5
2512,187.5
2513,202.5
2514,202.5
2515,202.5
2516,187.5
2517,187.5
2518,195.0
2519,187.5
2520,217.5
2521,187.5
2522,202.5
2523,225.0
2524,225.0
2525,217.5
2526,217.5
2527,210.0
2528,202.5
2529,187.5
2530,180.0
2531,187.5
2532,202.5
2533,210.0
2534,180.0
2535,210.0
2536,247.5
2537,225.0
2538,187.5
2539,187.5
2540,187.5
2541,180.0
2542,202.5
2543,195.0
2544,187.5
2545,210.0
2546,210.0
2547,180.0
2548,127.5
2549,97.5
2550,157.5
2551,135.0
2552,120.0
2553,157.5
2554,105.0
2555,135.0
2556,112.5
2557,52.5
2558,112.5
2559,172.5
2560,127.5
2561,150.0
2562,195.0
2563,142.5
2564,127.5
2565,187.5
2566,120.0
2567,150.0
2568,142.5
2569,120.0
2570,157.5
2571,142.5
2572,90.0
2573,172.5
2574,60.0
2575,30.0
2576,135.0
2577,135.0
2578,75.0
2579,52.5
2580,60.0
2581,142.5
2582,97.5
2583,105.0
2584,127.5
2585,127.5
2586,97.5
2587,52.5
2588,135.0
2589,135.0
2590,52.5
2591,142.5
2592,52.5
2593,82.5
2594,67.5
2595,135.0
2596,97.5
2597,90.0
2598,157.5
2599,97.5
2600,150.0
2601,60.0
2602,112.5
2603,67.5
2604,105.0
2605,127.5
2606,67.5
2607,150.0
2608,82.5
2609,97.5
2610,210.0
2611,127.5
2612,97.5
2613,127.5
2614,135.0
2615,120.0
2616,127.5
2617,127.5
2618,135.0
2619,127.5
2620,82.5
2621,150.0
2622,97.5
2623,112.5
2624,82.5
2625,97.5
2626,127.5
2627,37.5
2628,142.5
2629,105.0
2630,142.5
2631,142.5
2632,157.5
2633,135.0
2634,172.5
2635,172.5
2636,142.5
2637,67.5
2638,97.5
2639,142.5
2640,157.5
2641,112.5
2642,120.0
2643,67.5
2644,187.5
2645,150.0
2646,127.5
2647,127.5
2648,157.5
2649,180.0
2650,187.5
2651,165.0
2652,157.5
2653,172.5
2654,142.5
2655,37.5
2656,112.5
2657,105.0
2658,135.0
2659,105.0
2660,112.5
2661,112.5
2662,142.5
2663,157.5
2664,120.0
2665,150.0
2666,105.0
2667,97.5
2668,112.5
2669,112.5
2670,112.5
2671,112.5
2672,120.0
2673,120.0
2674,157.5
2675,187.5
2676,172.5
2677,217.5
2678,142.5
2679,105.0
2680,172.5
2681,97.5
2682,127.5
2683,165.0
2684,112.5
2685,135.0
2686,172.5
2687,112.5
2688,157.5
2689,142.5
2690,172.5
2691,157.5
2692,150.0
2693,157.5
2694,180.0
2695,180.0
2696,202.5
2697,112.5
2698,112.5
2699,127.5
2700,112.5
2701,172.5
2702,157.5
2703,127.5
2704,112.5
2705,112.5
2706,120.0
2707,120.0
2708,120.0
2709,142.5
2710,135.0
2711,142.5
2712,112.5
2713,127.5
2714,112.5
2715,120.0
2716,157.5
2717,135.0
2718,157.5
2719,112.5
2720,172.5
2721,150.0
2722,210.0
2723,165.0
2724,142.5
2725,165.0
2726,217.5
2727,142.5
2728,157.5
2729,187.5
2730,127.5
2731,112.5
2732,112.5
2733,112.5
2734,127.5
2735,142.5
2736,172.5
2737,105.0
2738,127.5
2739,150.0
2740,112.5
2741,210.0
2742,67.5
2743,112.5
2744,97.5
2745,112.5
2746,127.5
2747,112.5
2748,97.5
2749,97.5
2750,127.5
2751,97.5
2752,112.5
2753,97.5
2754,142.5
2755,97.5
2756,112.5
2757,157.5
2758,127.5
2759,97.5
2760,112.5
2761,105.0
2762,112.5
2763,97.5
2764,97.5
2765,127.5
2766,97.5
2767,112.5
2768,142.5
2769,142.5
2770,120.0
2771,112.5
2772,105.0
2773,105.0
2774,112.5
2775,112.5
2776,112.5
2777,127.5
2778,112.5
2779,97.5
2780,112.5
2781,97.5
2782,105.0
2783,112.5
2784,97.5
2785,142.5
2786,105.0
2787,127.5
2788,105.0
2789,112.5
2790,142.5
2791,142.5
2792,97.5
2793,127.5
2794,112.5
2795,112.5
2796,112.5
2797,97.5
2798,112.5
2799,97.5
2800,142.5
2801,112.5
2802,120.0
2803,112.5
2804,142.5
2805,150.0
2806,112.5
2807,112.5
2808,142.5
2809,127.5
2810,165.0
2811,127.5
2812,142.5
2813,142.5
2814,112.5
2815,150.0
2816,135.0
2817,142.5
2818,127.5
2819,112.5
2820,112.5
2821,112.5
2822,127.5
2823,112.5
2824,112.5
2825,127.5
2826,150.0
2827,157.5
2828,172.5
2829,127.5
2830,142.5
2831,127.5
2832,112.5
2833,127.5
2834,165.0
2835,112.5
2836,127.5
2837,127.5
2838,127.5
2839,97.5
2840,157.5
2841,112.5
2842,127.5
2843,127.5
2844,142.5
2845,127.5
2846,135.0
2847,127.5
2848,127.5
2849,105.0
2850,112.5
2851,112.5
2852,127.5
2853,127.5
2854,157.5
2855,142.5
2856,142.5
2857,112.5
2858,142.5
2859,127.5
2860,135.0
2861,127.5
2862,97.5
2863,172.5
2864,112.5
2865,127.5
2866,142.5
2867,157.5
2868,127.5
2869,157.5
2870,127.5
2871,157.5
2872,142.5
2873,142.5
2874,142.5
2875,112.5
2876,142.5
2877,142.5
2878,150.0
2879,165.0
2880,135.0
2881,127.5
2882,142.5
2883,127.5
2884,187.5
2885,142.5
2886,120.0
2887,157.5
2888,142.5
2889,112.5
2890,165.0
2891,150.0
2892,142.5
2893,112.5
2894,142.5
2895,172.5
2896,142.5
2897,97.5
2898,105.0
2899,157.5
2900,157.5
2901,157.5
2902,97.5
2903,165.0
2904,150.0
2905,105.0
2906,142.5
2907,127.5
2908,97.5
2909,157.5
2910,157.5
2911,127.5
2912,112.5
2913,142.5
2914,165.0
2915,150.0
2916,157.5
2917,112.5
2918,127.5
2919,112.5
2920,127.5
2921,127.5
2922,120.0
2923,127.5
2924,127.5
2925,97.5
2926,97.5
2927,97.5
2928,97.5
2929,90.0
2930,142.5
2931,127.5
2932,142.5
2933,120.0
2934,127.5
2935,97.5
2936,142.5
2937,90.0
2938,127.5
2939,187.5
2940,187.5
2941,180.0
2942,172.5
2943,172.5
2944,142.5
2945,142.5
2946,172.5
2947,150.0
2948,142.5
2949,172.5
2950,127.5
2951,127.5
2952,172.5
2953,142.5
2954,157.5
2955,187.5
2956,112.5
2957,112.5
2958,142.5
2959,172.5
2960,172.5
2961,187.5
2962,97.5
2963,195.0
2964,195.0
2965,165.0
2966,127.5
2967,127.5
2968,82.5
2969,135.0
2970,157.5
2971,97.5
2972,172.5
2973,127.5
2974,142.5
2975,157.5
2976,187.5
2977,142.5
2978,157.5
2979,142.5
2980,97.5
2981,127.5
2982,82.5
2983,172.5
2984,180.0
2985,82.5
2986,52.5
2987,75.0
2988,157.5
2989,142.5
2990,112.5
2991,127.5
2992,97.5
2993,82.5
2994,120.0
2995,82.5
2996,187.5
2997,90.0
2998,202.5
2999,142.5
3000,105.0
3001,82.5
3002,105.0
3003,105.0
3004,82.5
3005,82.5
3006,97.5
3007,142.5
3008,195.0
3009,105.0
3010,120.0
3011,142.5
3012,90.0
3013,112.5
3014,187.5
3015,142.5
3016,157.5
3017,165.0
3018,90.0
3019,97.5
3020,187.5
3021,142.5
3022,202.5
3023,180.0
3024,142.5
3025,157.5
3026,82.5
3027,142.5
3028,142.5
3029,187.5
3030,82.5
3031,135.0
3032,157.5
3033,142.5
3034,187.5
3035,127.5
3036,127.5
3037,127.5
3038,157.5
3039,142.5
3040,157.5
3041,127.5
3042,172.5
3043,135.0
3044,157.5
3045,142.5
3046,52.5
3047,157.5
3048,127.5
3049,112.5
3050,157.5
3051,127.5
3052,127.5
3053,172.5
3054,142.5
3055,180.0
3056,112.5
3057,60.0
3058,82.5
3059,127.5
3060,82.5
3061,127.5
3062,97.5
3063,67.5
3064,67.5
3065,157.5
3066,82.5
3067,97.5
3068,82.5
3069,97.5
3070,112.5
3071,112.5
3072,127.5
3073,135.0
3074,142.5
3075,187.5
3076,142.5
3077,127.5
3078,97.5
3079,67.5
3080,67.5
3081,142.5
3082,90.0
3083,135.0
3084,75.0
3085,52.5
3086,52.5
3087,7.5
3088,187.5
3089,112.5
3090,112.5
3091,37.5
3092,75.0
3093,142.5
3094,60.0
3095,127.5
3096,127.5
3097,67.5
3098,187.5
3099,90.0
3100,187.5
3101,202.5
3102,172.5
3103,22.5
3104,202.5
3105,142.5
3106,67.5
3107,135.0
3108,15.0
3109,172.5
3110,82.5
3111,142.5
3112,157.5
3113,45.0
3114,202.5
3115,127.5
3116,60.0
3117,142.5
3118,157.5
3119,142.5
3120,157.5
3121,210.0
3122,157.5
3123,127.5
3124,127.5
3125,165.0
3126,172.5
3127,142.5
3128,22.5
3129,157.5
3130,232.5
3131,172.5
3132,210.0
3133,157.5
3134,142.5
3135,217.5
3136,195.0
3137,120.0
3138,157.5
3139,127.5
3140,127.5
3141,157.5
3142,180.0
3143,97.5
3144,105.0
3145,165.0
3146,150.0
3147,127.5
3148,157.5
3149,135.0
3150,127.5
3151,112.5
3152,97.5
3153,127.5
3154,142.5
3155,112.5
3156,165.0
3157,142.5
3158,172.5
3159,142.5
3160,120.0
3161,150.0
3162,105.0
3163,187.5
3164,180.0
3165,127.5
3166,97.5
3167,157.5
3168,195.0
3169,202.5
3170,127.5
3171,135.0
3172,135.0
3173,195.0
3174,210.0
3175,172.5
3176,157.5
3177,157.5
3178,127.5
3179,165.0
3180,157.5
3181,97.5
3182,142.5
3183,217.5
3184,187.5
3185,165.0
3186,157.5
3187,135.0
3188,142.5
3189,135.0
3190,120.0
3191,127.5
3192,142.5
3193,210.0
3194,97.5
3195,142.5
3196,180.0
3197,127.5
3198,135.0
3199,97.5
3200,105.0
3201,150.0
3202,180.0
3203,127.5
3204,172.5
3205,127.5
3206,180.0
3207,202.5
3208,202.5
3209,97.5
3210,112.5
3211,127.5
3212,135.0
3213,157.5
3214,135.0
3215,187.5
3216,202.5
3217,172.5
3218,202.5
3219,142.5
3220,195.0
3221,172.5
3222,180.0
3223,127.5
3224,142.5
3225,180.0
3226,142.5
3227,187.5
3228,210.0
3229,172.5
3230,127.5
3231,157.5
3232,172.5
3233,142.5
3234,165.0
3235,142.5
3236,195.0
3237,142.5
3238,172.5
3239,127.5
3240,180.0
3241,157.5
3242,172.5
3243,172.5
3244,172.5
3245,157.5
3246,135.0
3247,135.0
3248,187.5
3249,157.5
3250,127.5
3251,142.5
3252,172.5
3253,165.0
3254,157.5
3255,142.5
3256,180.0
3257,172.5
3258,202.5
3259,150.0
3260,187.5
3261,187.5
3262,142.5
3263,135.0
3264,157.5
3265,180.0
3266,127.5
3267,172.5
3268,195.0
3269,165.0
3270,187.5
3271,150.0
3272,187.5
3273,142.5
3274,150.0
3275,142.5
3276,195.0
3277,165.0
3278,150.0
3279,180.0
3280,195.0
3281,150.0
3282,150.0
3283,187.5
3284,172.5
3285,165.0
3286,165.0
3287,172.5
3288,150.0
3289,180.0
3290,172.5
3291,135.0
3292,187.5
3293,142.5
3294,180.0
3295,195.0
3296,172.5
3297,172.5
3298,172.5
3299,172.5
3300,172.5
3301,180.0
3302,172.5
3303,202.5
3304,180.0
3305,202.5
3306,157.5
3307,172.5
3308,165.0
3309,180.0
3310,157.5
3311,127.5
3312,157.5
3313,157.5
3314,127.5
3315,142.5
3316,187.5
3317,142.5
3318,157.5
3319,150.0
3320,172.5
3321,127.5
3322,142.5
3323,142.5
3324,150.0
3325,165.0
3326,150.0
3327,142.5
3328,157.5
3329,165.0
3330,172.5
3331,142.5
3332,120.0
3333,150.0
3334,157.5
3335,105.0
3336,202.5
3337,127.5
3338,112.5
3339,150.0
3340,142.5
3341,157.5
3342,180.0
3343,112.5
3344,157.5
3345,157.5
3346,157.5
3347,187.5
3348,127.5
3349,202.5
3350,142.5
3351,217.5
3352,142.5
3353,172.5
3354,142.5
3355,157.5
3356,82.5
3357,217.5
3358,202.5
3359,112.5
3360,127.5
3361,187.5
3362,142.5
3363,127.5
3364,157.5
3365,172.5
3366,142.5
3367,157.5
3368,150.0
3369,157.5
3370,127.5
3371,127.5
3372,150.0
3373,180.0
3374,202.5
3375,157.5
3376,180.0
3377,165.0
3378,232.5
3379,262.5
3380,307.5
3381,292.5
3382,270.0
3383,187.5
3384,157.5
3385,187.5
3386,247.5
3387,157.5
3388,157.5
3389,172.5
3390,270.0
3391,277.5
3392,150.0
3393,165.0
3394,142.5
3395,157.5
3396,247.5
3397,127.5
3398,165.0
3399,195.0
3400,165.0
3401,127.5
3402,262.5
3403,172.5
3404,157.5
3405,157.5
3406,142.5
3407,202.5
3408,105.0
3409,112.5
3410,240.0
3411,127.5
3412,277.5
3413,165.0
3414,187.5
3415,232.5
3416,157.5
3417,135.0
3418,127.5
3419,172.5
3420,225.0
3421,217.5
3422,165.0
3423,172.5
3424,202.5
3425,142.5
3426,187.5
3427,240.0
3428,135.0
3429,262.5
3430,232.5
3431,142.5
3432,127.5
3433,157.5
3434,127.5
3435,142.5
3436,142.5
3437,157.5
3438,157.5
3439,247.5
3440,142.5
3441,187.5
3442,127.5
3443,127.5
3444,142.5
3445,157.5
3446,127.5
3447,157.5
3448,187.5
3449,157.5
3450,142.5
3451,277.5
3452,127.5
3453,157.5
3454,127.5
3455,202.5
3456,157.5
3457,142.5
3458,255.0
3459,187.5
3460,142.5
3461,127.5
3462,187.5
3463,172.5
3464,247.5
3465,157.5
3466,232.5
3467,210.0
3468,127.5
3469,127.5
3470,210.0
3471,127.5
3472,157.5
3473,165.0
3474,187.5
3475,135.0
3476,127.5
3477,142.5
3478,135.0
3479,157.5
3480,142.5
3481,142.5
3482,112.5
3483,142.5
3484,142.5
3485,202.5
3486,255.0
3487,135.0
3488,157.5
3489,187.5
3490,112.5
3491,187.5
3492,225.0
3493,127.5
3494,187.5
3495,180.0
3496,142.5
3497,202.5
3498,187.5
3499,157.5
3500,142.5
3501,127.5
3502,157.5
3503,210.0
3504,82.5
3505,142.5
3506,127.5
3507,142.5
3508,157.5
3509,217.5
3510,195.0
3511,217.5
3512,315.0
3513,217.5
3514,157.5
3515,217.5
3516,172.5
3517,165.0
3518,232.5
3519,247.5
3520,232.5
3521,150.0
3522,210.0
3523,232.5
3524,157.5
3525,277.5
3526,232.5
3527,187.5
3528,82.5
3529,45.0
3530,67.5
3531,60.0
3532,52.5
3533,52.5
3534,75.0
3535,75.0
3536,37.5
3537,67.5
3538,142.5
3539,172.5
3540,82.5
3541,52.5
3542,75.0
3543,97.5
3544,127.5
3545,60.0
3546,112.5
3547,60.0
3548,60.0
3549,52.5
3550,60.0
3551,90.0
3552,82.5
3553,52.5
3554,60.0
3555,52.5
3556,37.5
3557,52.5
3558,60.0
3559,45.0
3560,97.5
3561,45.0
3562,105.0
3563,45.0
3564,75.0
3565,52.5
3566,202.5
3567,75.0
3568,90.0
3569,60.0
3570,127.5
3571,157.5
3572,187.5
3573,127.5
3574,45.0
3575,67.5
3576,67.5
3577,112.5
3578,45.0
3579,45.0
3580,60.0
3581,142.5
3582,157.5
3583,150.0
3584,187.5
3585,187.5
3586,187.5
3587,60.0
3588,37.5
3589,67.5
3590,45.0
3591,75.0
3592,52.5
3593,97.5
3594,97.5
3595,37.5
3596,67.5
3597,142.5
3598,52.5
3599,157.5
3600,82.5
3601,45.0
3602,75.0
3603,105.0
3604,187.5
3605,45.0
3606,67.5
3607,75.0
3608,60.0
3609,60.0
3610,60.0
3611,75.0
3612,52.5
3613,75.0
3614,45.0
3615,142.5
3616,82.5
3617,67.5
3618,60.0
3619,90.0
3620,217.5
3621,157.5
3622,67.5
3623,202.5
3624,52.5
3625,52.5
3626,60.0
3627,90.0
3628,127.5
3629,202.5
3630,120.0
3631,75.0
3632,45.0
3633,127.5
3634,60.0
3635,105.0
3636,75.0
3637,157.5
3638,45.0
3639,52.5
3640,210.0
3641,52.5
3642,157.5
3643,52.5
3644,120.0
3645,52.5
3646,105.0
3647,60.0
3648,82.5
3649,90.0
3650,45.0
3651,67.5
3652,67.5
3653,75.0
3654,37.5
3655,45.0
3656,82.5
3657,52.5
3658,67.5
3659,60.0
3660,67.5
3661,90.0
3662,112.5
3663,45.0
3664,75.0
3665,52.5
3666,67.5
3667,75.0
3668,52.5
3669,75.0
3670,75.0
3671,75.0
3672,97.5
3673,105.0
3674,142.5
3675,112.5
3676,75.0
3677,52.5
3678,45.0
3679,52.5
3680,60.0
3681,52.5
3682,52.5
3683,45.0
3684,52.5
3685,52.5
3686,60.0
3687,82.5
3688,60.0
3689,67.5
3690,82.5
3691,150.0
3692,112.5
3693,60.0
3694,52.5
3695,120.0
3696,75.0
3697,37.5
3698,127.5
3699,75.0
3700,52.5
3701,67.5
3702,60.0
3703,97.5
3704,75.0
3705,52.5
3706,60.0
3707,112.5
3708,105.0
3709,52.5
3710,37.5
3711,172.5
3712,75.0
3713,45.0
3714,45.0
3715,172.5
3716,210.0
3717,187.5
3718,157.5
3719,97.5
3720,75.0
3721,45.0
3722,105.0
3723,202.5
3724,97.5
3725,112.5
3726,97.5
3727,135.0
3728,97.5
3729,112.5
3730,112.5
3731,97.5
3732,97.5
3733,97.5
3734,97.5
3735,97.5
3736,97.5
3737,112.5
3738,142.5
3739,105.0
3740,97.5
3741,97.5
3742,97.5
3743,112.5
3744,135.0
3745,112.5
3746,127.5
3747,97.5
3748,97.5
3749,97.5
3750,105.0
3751,112.5
3752,97.5
3753,97.5
3754,127.5
3755,105.0
3756,135.0
3757,127.5
3758,97.5
3759,105.0
3760,97.5
3761,127.5
3762,97.5
3763,97.5
3764,127.5
3765,120.0
3766,97.5
3767,120.0
3768,112.5
3769,142.5
3770,112.5
3771,142.5
3772,105.0
3773,105.0
3774,97.5
3775,97.5
3776,112.5
3777,127.5
3778,97.5
3779,97.5
3780,112.5
3781,112.5
3782,97.5
3783,112.5
3784,90.0
3785,97.5
3786,97.5
3787,112.5
3788,127.5
3789,127.5
3790,105.0
3791,105.0
3792,97.5
3793,127.5
3794,97.5
3795,127.5
3796,97.5
3797,112.5
3798,97.5
3799,112.5
3800,97.5
3801,97.5
3802,112.5
3803,97.5
3804,97.5
3805,127.5
3806,127.5
3807,97.5
3808,97.5
3809,97.5
3810,97.5
3811,127.5
3812,97.5
3813,90.0
3814,112.5
3815,97.5
3816,97.5
3817,97.5
3818,97.5
3819,90.0
3820,97.5
3821,90.0
3822,97.5
3823,105.0
3824,97.5
3825,97.5
3826,97.5
3827,105.0
3828,112.5
3829,127.5
3830,90.0
3831,97.5
3832,105.0
3833,97.5
3834,112.5
3835,97.5
3836,97.5
3837,97.5
3838,97.5
3839,90.0
3840,112.5
3841,97.5
3842,105.0
3843,112.5
3844,127.5
3845,112.5
3846,90.0
3847,112.5
3848,127.5
3849,97.5
3850,127.5
3851,97.5
3852,112.5
3853,97.5
3854,105.0
3855,105.0
3856,97.5
3857,112.5
3858,127.5
3859,97.5
3860,120.0
3861,112.5
3862,105.0
3863,112.5
3864,112.5
3865,97.5
3866,150.0
3867,112.5
3868,105.0
3869,112.5
3870,97.5
3871,112.5
3872,97.5
3873,97.5
3874,97.5
3875,112.5
3876,112.5
3877,97.5
3878,97.5
3879,105.0
3880,90.0
3881,112.5
3882,112.5
3883,97.5
3884,142.5
3885,112.5
3886,105.0
3887,97.5
3888,97.5
3889,112.5
3890,127.5
3891,112.5
3892,120.0
3893,112.5
3894,157.5
3895,127.5
3896,127.5
3897,142.5
3898,135.0
3899,97.5
3900,142.5
3901,135.0
3902,142.5
3903,142.5
3904,120.0
3905,127.5
3906,112.5
3907,112.5
3908,112.5
3909,127.5
3910,127.5
3911,112.5
3912,127.5
3913,142.5
3914,127.5
3915,127.5
3916,142.5
3917,135.0
3918,142.5
3919,127.5
3920,157.5
3921,142.5
3922,142.5
3923,142.5
3924,142.5
3925,150.0
3926,142.5
3927,142.5
3928,142.5
3929,150.0
3930,142.5
3931,142.5
3932,142.5
3933,157.5
3934,142.5
3935,142.5
3936,142.5
3937,142.5
3938,157.5
3939,127.5
3940,112.5
3941,142.5
3942,142.5
3943,142.5
3944,142.5
3945,142.5
3946,142.5
3947,150.0
3948,135.0
3949,142.5
3950,150.0
3951,127.5
3952,127.5
3953,127.5
3954,142.5
3955,142.5
3956,142.5
3957,157.5
3958,142.5
3959,142.5
3960,142.5
3961,157.5
3962,157.5
3963,157.5
3964,150.0
3965,142.5
3966,157.5
3967,135.0
3968,127.5
3969,142.5
3970,150.0
3971,127.5
3972,135.0
3973,142.5
3974,142.5
3975,142.5
3976,135.0
3977,142.5
3978,127.5
3979,127.5
3980,127.5
3981,127.5
3982,127.5
3983,127.5
3984,127.5
3985,142.5
3986,157.5
3987,142.5
3988,142.5
3989,142.5
3990,150.0
3991,127.5
3992,142.5
3993,142.5
3994,150.0
3995,157.5
3996,142.5
3997,142.5
3998,142.5
3999,142.5
4000,127.5
4001,135.0
4002,127.5
4003,127.5
4004,142.5
4005,127.5
4006,127.5
4007,135.0
4008,127.5
4009,142.5
4010,142.5
4011,142.5
4012,142.5
4013,135.0
4014,135.0
4015,142.5
4016,157.5
4017,142.5
4018,150.0
4019,142.5
4020,135.0
4021,135.0
4022,150.0
4023,142.5
4024,127.5
4025,127.5
4026,157.5
4027,142.5
4028,127.5
4029,127.5
4030,127.5
4031,127.5
4032,142.5
4033,142.5
4034,135.0
4035,142.5
4036,127.5
4037,142.5
4038,142.5
4039,142.5
4040,127.5
4041,127.5
4042,127.5
4043,127.5
4044,127.5
4045,127.5
4046,142.5
4047,127.5
4048,127.5
4049,127.5
4050,127.5
4051,142.5
4052,150.0
4053,135.0
4054,127.5
4055,142.5
4056,127.5
4057,142.5
4058,127.5
4059,127.5
4060,142.5
4061,157.5
4062,142.5
4063,142.5
4064,142.5
4065,150.0
4066,142.5
4067,157.5
4068,150.0
4069,142.5
4070,127.5
4071,135.0
4072,142.5
4073,135.0
4074,127.5
4075,127.5
4076,127.5
4077,142.5
4078,142.5
4079,142.5
4080,135.0
4081,127.5
4082,127.5
4083,142.5
4084,142.5
4085,142.5
4086,127.5
4087,127.5
4088,127.5
4089,127.5
4090,127.5
4091,150.0
4092,142.5
4093,142.5
4094,142.5
4095,142.5
4096,165.0
4097,142.5
4098,142.5
4099,150.0
4100,142.5
4101,142.5
4102,157.5
4103,142.5
4104,127.5
4105,142.5
4106,150.0
4107,157.5
4108,142.5
4109,127.5
4110,142.5
4111,142.5
4112,150.0
4113,142.5
4114,142.5
4115,150.0
4116,142.5
4117,105.0
4118,120.0
4119,82.5
4120,112.5
4121,105.0
4122,135.0
4123,127.5
4124,127.5
4125,97.5
4126,97.5
4127,105.0
4128,112.5
4129,112.5
4130,105.0
4131,142.5
4132,97.5
4133,112.5
4134,97.5
