,MAV
325,0.17359666503896864
326,0.18103804775877352
327,0.16571736739111748
328,0.16682475766092142
329,0.17897022452794023
330,0.18354086688425897
331,0.15981320467441015
332,0.17892259486045947
333,0.1641422055621482
334,0.1679273402183172
335,0.16430284003337484
336,0.17493371865937807
337,0.1645935693114137
338,0.15913129634841824
339,0.17478615703847766
340,0.16956879455927698
341,0.16651262610037887
342,0.17400479534908558
343,0.16859537541299568
344,0.1809400936210581
345,0.17064430841559913
346,0.18200674367357528
347,0.17757081831411636
348,0.17688703063929176
349,0.17315160964576737
350,0.15362769434328402
351,0.1679357691770839
352,0.1630010671722759
353,0.16927357591109315
354,0.18377141435739186
355,0.17204926635618165
356,0.1681185936606247
357,0.16971314311688418
358,0.166768699653621
359,0.16323200467773832
360,0.16304765303093113
361,0.18380759589381532
362,0.18275781077457903
363,0.17251036705272535
364,0.16873401025774215
365,0.1700632243013912
366,0.17284498822539776
367,0.17310106400592706
368,0.16769031278862015
369,0.1678246050997749
370,0.18016590299391821
371,0.18460553756418724
372,0.17983915517611737
373,0.17781187061665518
374,0.17477505917928246
375,0.17164970772657961
376,0.17330296474304452
377,0.16663830333690552
378,0.1821040211296117
379,0.17839510532897473
380,0.1642059127473101
381,0.17013259945221249
382,0.17763952432449062
383,0.1686211186883895
384,0.1684609477477204
385,0.17840558694178457
386,0.16743436157050473
387,0.1690150364031559
388,0.17890117725170096
389,0.17639857051482957
390,0.1697009268455587
391,0.17108155868444613
392,0.2479922621610494
393,0.23104913930252172
394,0.25985188598859155
395,0.26602326711466834
396,0.26787656542101657
397,0.2504348880290467
398,0.2733507004042589
399,0.28125925291899057
400,0.18124250298633754
401,0.22198848421812992
402,0.17417072404273332
403,0.1819983958552402
404,0.17328987469033055
405,0.23076020137751874
406,0.2424954601238636
407,0.23369813579090115
408,0.24422035217318513
409,0.23056082339293676
410,0.23727138686082888
411,0.2600418809869608
412,0.27664159306768765
413,0.24605635616365648
414,0.29862610462884537
415,0.28543733276135913
416,0.27945387692302515
417,0.27730384493738414
418,0.26845574537777983
419,0.2734064881468907
420,0.2613506845146101
421,0.3047144343906028
422,0.2663666084449418
423,0.2988216473704146
424,0.2692321801649943
425,0.2731610345050596
426,0.23857516499668377
427,0.25142566210946937
428,0.28239103540672317
429,0.25989079907280566
430,0.2858886317117162
431,0.2875891171341988
432,0.2576987306998658
433,0.2623395231646979
434,0.2678869779018107
435,0.26624847858364303
436,0.2839858575556534
437,0.26560788017184367
438,0.2810532737884901
439,0.2754995113335851
440,0.26708254383077706
441,0.2739309827806401
442,0.2704952106467052
443,0.28609395932567006
444,0.2698476177861844
445,0.2637348226486246
446,0.26502236180254807
447,0.2537610100554255
448,0.25911977870764225
449,0.2545876376233086
450,0.276685673970374
451,0.2640127443450483
452,0.2627268539654458
453,0.2622072645256326
454,0.2644584785783146
455,0.24325832862812083
456,0.27075378746732237
457,0.2665373862092336
458,0.2734265244338379
459,0.26804307353929474
460,0.25020844542963183
461,0.2488363790377783
462,0.2831272043547493
463,0.29230898209418094
464,0.27534129106385075
465,0.2850271299560635
466,0.2608695449760304
467,0.2532751351733057
468,0.2630695601912364
469,0.25071332809396035
470,0.2815411365724337
471,0.24923840344384918
472,0.28613694984598925
473,0.2642598774344509
474,0.25011684605932966
475,0.2596690652382767
476,0.24875417607392322
477,0.24676573865797213
478,0.27521539164934417
479,0.2683108387344169
480,0.2542787608135952
481,0.2544883450928769
482,0.25188206869444085
483,0.2539389560085654
484,0.2581555735218454
485,0.27331335113705946
486,0.270931039452605
487,0.2522837728760231
488,0.25791005733376426
489,0.2674975926479126
490,0.24673634040487036
491,0.24045447582289314
492,0.23869597454286978
493,0.24244451797301203
494,0.2538109901690322
495,0.2558061404788046
496,0.24968305211232233
497,0.2443242961148371
498,0.2531245022346802
499,0.23354679384544802
500,0.26843593566051993
501,0.2690065129384654
502,0.2677430321385338
503,0.25764033671812225
504,0.2538841387861357
505,0.25043358472127797
506,0.2407718745736281
507,0.2378436032088265
508,0.27656600193640124
509,0.2759581164869026
510,0.2519936689883958
511,0.24513089032282492
512,0.24647787067601662
513,0.2372372314122579
514,0.2650064753294543
515,0.27779946453363075
516,0.25807427199668076
517,0.24976391260085112
518,0.2473867014742263
519,0.24486925958459382
520,0.24326363439678875
521,0.24018064490295699
522,0.2536837061587749
523,0.26899443826820746
524,0.2552035708560754
525,0.2513161500341067
526,0.27811128859075807
527,0.2359092316770864
528,0.24942193578213823
529,0.24117078662367733
530,0.2587076055533166
531,0.2664392448789526
532,0.25937931944159204
533,0.24817789379768992
534,0.24183905634675001
535,0.25548762472581465
536,0.258137052885336
537,0.2562464196456473
538,0.23991398584320506
539,0.2535472434595509
540,0.24445827281038343
541,0.25527241353402275
542,0.2457867009180538
543,0.2279364558510722
544,0.2587428635472583
545,0.15030986789956813
546,0.2527718849792728
547,0.24186218542597332
548,0.22710446609890245
549,0.23686702353706968
550,0.2676374986394199
551,0.25058875261482794
552,0.25116853595608446
553,0.24781883762614332
554,0.2543136672470129
555,0.23819398973704234
556,0.24855887115625255
557,0.2702263367208624
558,0.258258477726888
559,0.2497424854929574
560,0.24304229179729045
561,0.24986041948195395
562,0.16648390479663677
563,0.2508641208255652
564,0.24307313862758656
565,0.2617976218061586
566,0.2515179513692945
567,0.2596666712431841
568,0.2368884891745996
569,0.24377485573842878
570,0.2656264191186363
571,0.25478730020033047
572,0.24870977442557354
573,0.24777188679340784
574,0.24655439538647592
575,0.24086466110603894
576,0.19884598688217564
577,0.25630960228971733
578,0.25657568024438904
579,0.24378362530076864
580,0.1831997949495705
581,0.24868393956000368
582,0.26198136429701424
583,0.2450145176911509
584,0.2381864192219307
585,0.26145875296695625
586,0.2713335813258436
587,0.2677919607911282
588,0.21470744436546846
589,0.1969265557391156
590,0.21346466559907712
591,0.20447858666071922
592,0.21006921542048837
593,0.21258405123052015
594,0.1944433685842478
595,0.2035759556937977
596,0.21316918038904653
597,0.20767804062137543
598,0.1980862439466044
599,0.18874190742849697
600,0.20078072495454513
601,0.19975336139763356
602,0.197625451728697
603,0.20736131033620292
604,0.22180153941465644
605,0.20851670154253504
606,0.20863562700681423
607,0.2033272617539569
608,0.21018047734437967
609,0.20972155600846842
610,0.21556164261383412
611,0.20223378678255705
612,0.22185008123750496
613,0.2253788370908107
614,0.22375687045817172
615,0.19713917109032056
616,0.2218260477606172
617,0.21005897631732362
618,0.2084878777130097
619,0.19393497464808898
620,0.20473754874133954
621,0.2026230266867443
622,0.19662150333232953
623,0.19242857861988727
624,0.1874454135798726
625,0.2033742557346236
626,0.18898761066692657
627,0.19831045942162226
628,0.2197732662679621
629,0.194095513695819
630,0.193912510379426
631,0.1894051979973324
632,0.1979939077539973
633,0.20695356462559622
634,0.19158825684664488
635,0.20970781607683595
636,0.2059482380422742
637,0.19593556664882728
638,0.20098032743828645
639,0.20466060990737675
640,0.19079036706682123
641,0.20334598075002483
642,0.21280760068858107
643,0.19991498117632286
644,0.19669998184183524
645,0.19939344744566928
646,0.20657604805171184
647,0.1997008903222489
648,0.192297723772361
649,0.19720820777529052
650,0.20986233089658246
651,0.22184141264614016
652,0.216772957785283
653,0.18879676534698597
654,0.20206072867908662
655,0.19449327758420576
656,0.19728033249797805
657,0.19997416966342402
658,0.1915836655391407
659,0.2143225317556247
660,0.21119940938280465
661,0.1965687358995529
662,0.19993051557986638
663,0.18832117062917655
664,0.202229587960778
665,0.2021364894971233
666,0.2064250083229808
667,0.18723209714035505
668,0.19926494668955408
669,0.19591311002054684
670,0.20698874343428872
671,0.19017125376814298
672,0.20313104798950748
673,0.18905349090217846
674,0.2090655500293366
675,0.2017283478171173
676,0.20872645883060437
677,0.1931190733336524
678,0.19889342148683953
679,0.1914064164972683
680,0.2115552744016857
681,0.20185386730571872
682,0.20710166074619685
683,0.21170303866469095
684,0.2049969629684638
685,0.1948932533469178
686,0.20678109609936218
687,0.1898082506070928
688,0.19140948174728437
689,0.19531696594541975
690,0.1797540389087098
691,0.19696945495671203
692,0.21528437344571216
693,0.20476874085964936
694,0.18750601715735252
695,0.19250849756309463
696,0.18833755892060466
697,0.20363596194039585
698,0.2075919979870482
699,0.21163490215536773
700,0.20175390177931002
701,0.20158260678658654
702,0.19518983136771018
703,0.19927795470405865
704,0.1867205363319343
705,0.20203945436728762
706,0.16814061011857306
707,0.18158275850235484
708,0.18958821194604888
709,0.19666982555739299
710,0.2115864913866305
711,0.1956392950030385
712,0.19582490287737248
713,0.18450312940052888
714,0.17541471900354932
715,0.18230182088099794
716,0.2049709612520263
717,0.19279036199341257
718,0.1882910099318028
719,0.19585252153730326
720,0.20536992463382925
721,0.1858753922804204
722,0.200112337392239
723,0.20715441854113795
724,0.21246910056334206
725,0.21430249638621685
726,0.20792721814817056
727,0.20784328067544433
728,0.20927211106055832
729,0.20163706985739255
730,0.22093184751884498
731,0.21018354285068586
732,0.2156183986333285
733,0.2065737764257192
734,0.19601877232424791
735,0.21988410825056912
736,0.23411173222953446
737,0.21498004904431167
738,0.2292153979137176
739,0.227441514504791
740,0.2187705797195813
741,0.2117432187452107
742,0.21064283748954862
743,0.2278089357886126
744,0.22612506385084297
745,0.21717418598008884
746,0.21895292090088947
747,0.21234364757713822
748,0.19091109062120074
749,0.20649193397061502
750,0.2146168920339439
751,0.21884483249635528
752,0.22319515869209397
753,0.22036921104620075
754,0.20457328977991554
755,0.208491703082282
756,0.19528548293231113
757,0.23095968690204116
758,0.21603013172458221
759,0.22516401347657905
760,0.2170585814904436
761,0.21832591603522658
762,0.20358714616401036
763,0.21898802852043017
764,0.21810465331345089
765,0.17875775640589558
766,0.20350203076970186
767,0.21670456796275767
768,0.2258872670802079
769,0.2171111105754081
770,0.21246961182740026
771,0.21729618940618364
772,0.20716558986706093
773,0.20327817674057397
774,0.21250724721036518
775,0.2142872256523914
776,0.21353710480113255
777,0.21765833250967065
778,0.21597624130290172
779,0.22367907709158386
780,0.19893023042815708
781,0.21100358258238494
782,0.2073848326714341
783,0.2131835290069643
784,0.17820574584490037
785,0.16286054233615002
786,0.16851143353209153
787,0.1855369836655058
788,0.2000757725040177
789,0.20656414925334507
790,0.18211233770741025
791,0.23683366276134288
792,0.18528301261141564
793,0.22593772420528352
794,0.18362679111110253
795,0.19878038500075657
796,0.16677875202232423
797,0.17673083215256674
798,0.17756466059139267
799,0.1616003279714222
800,0.20558992788264244
801,0.20791470785565874
802,0.24413038755633149
803,0.22126910168366132
804,0.2908773534584909
805,0.15039844726967005
806,0.13494878497160662
807,0.1925716716340425
808,0.21531088294574227
809,0.2829178277384944
810,0.17992793321036218
811,0.17106620622154567
812,0.26948422756304097
813,0.2859473939634647
814,0.21378887332391944
815,0.19518669427495772
816,0.19064341527249082
817,0.17640191001200684
818,0.17304083842078932
819,0.2857425656787783
820,0.2925784306830068
821,0.30460171468664143
822,0.1969938888244237
823,0.1954127745273011
824,0.1292347384702584
825,0.1372586840912851
826,0.10939731930887446
827,0.151255104064114
828,0.27388339024356967
829,0.22588096517116474
830,0.1539492655149091
831,0.2498839832356698
832,0.14836988823062675
833,0.16760270453744278
834,0.24712824804191363
835,0.17508652871699326
836,0.14561004673773364
837,0.2069471731046669
838,0.14210009514158778
839,0.18394408401815698
840,0.20065189037670209
841,0.1703363743415941
842,0.17316761044494883
843,0.18775411110028634
844,0.1593098699035833
845,0.21047062721050502
846,0.27880126639025826
847,0.13973200132333133
848,0.17006183678387327
849,0.18894495687524515
850,0.17270424972178022
851,0.17046552602468681
852,0.1922722312209062
853,0.15681354564854574
854,0.15423874986427127
855,0.18434764404272042
856,0.20265981610441308
857,0.20393712450520857
858,0.17673767000312496
859,0.17232551958833403
860,0.16297743102218404
861,0.14256987692050352
862,0.19395609290473043
863,0.18891735585414932
864,0.18274460008492494
865,0.1660632539220664
866,0.16593003659792177
867,0.16410850050862924
868,0.1791450810538078
869,0.17660162539330798
870,0.18213906567343568
871,0.1748062695498529
872,0.15577822826420848
873,0.1447010566517948
874,0.1524651960654356
875,0.15641112538473897
876,0.1757938505026924
877,0.14992765757749899
878,0.19283942552078542
879,0.15218058929663913
880,0.1565358943946673
881,0.1773887169263293
882,0.1805996512322936
883,0.1641079460535128
884,0.15844174072408054
885,0.17754397723478604
886,0.17332612479537568
887,0.18003893196157378
888,0.15165314113169825
889,0.1611088751675247
890,0.17553006675159497
891,0.15526552724896922
892,0.13779331583521962
893,0.17564562733478106
894,0.15906645423884724
895,0.17450038258826076
896,0.16997943044958103
897,0.1486279696253781
898,0.18465959634401366
899,0.16809017825434555
900,0.14863093531362787
901,0.16562916952910828
902,0.16810722223575691
903,0.17202178350416486
904,0.1706523163448978
905,0.14487596703282773
906,0.16165319675241036
907,0.18120323476380978
908,0.18219693323069766
909,0.15592959542805812
910,0.17749823018505098
911,0.1432810577687006
912,0.13651005786481107
913,0.15580805549406007
914,0.158938642562743
915,0.16658298440556543
916,0.19641400438741874
917,0.17894037565702597
918,0.1478261638239135
919,0.18590074477123336
920,0.14528915351302685
921,0.1526176557830568
922,0.18880572029441461
923,0.1625973847351194
924,0.16852360630035135
925,0.1514138233938238
926,0.1579177360868141
927,0.16605505955148714
928,0.15354160681552548
929,0.17694903242384455
930,0.15218321488578085
931,0.19304084434451577
932,0.1286327442712234
933,0.15714708880524458
934,0.17765765433488562
935,0.16646718535944166
936,0.1719011689431798
937,0.16767016347578884
938,0.14707386829094501
939,0.14733123141797586
940,0.1652174465123158
941,0.15360259753610622
942,0.1824777360516467
943,0.168109844640808
944,0.1835530609426352
945,0.16305857079819158
946,0.16094372581763464
947,0.16413313526076995
948,0.16543716435438094
949,0.17529886636061898
950,0.1782699174536159
951,0.18284249151490892
952,0.14622552213921813
953,0.15655058882463535
954,0.1617816463970908
955,0.15048069756236299
956,0.15950678658807782
957,0.18724750756733904
958,0.17411138935491743
959,0.1893893467521589
960,0.13708212925591495
961,0.1646741667074713
962,0.19112096876798734
963,0.16996392147226247
964,0.15885559696028123
965,0.18431919045851836
966,0.15993258959009
967,0.1645647829436162
968,0.15714065979351452
969,0.16735594260268236
970,0.1823763301950369
971,0.1966737508510346
972,0.18838105427844493
973,0.1473961760348336
974,0.14927878635792263
975,0.15409548376161014
976,0.16790903235193977
977,0.16714841595094276
978,0.1763661395616205
979,0.16790286190615916
980,0.21764562952473443
981,0.1675977426732823
982,0.1579849672402368
983,0.15256253324560648
984,0.2217799453467625
985,0.20592320652896753
986,0.16282149721433414
987,0.16077275602841518
988,0.2177835366141298
989,0.23305835490068638
990,0.20424295548889448
991,0.16827659641411924
992,0.21331742971509887
993,0.16327159410377962
994,0.2149372943733751
995,0.21417295736835776
996,0.21480453283611398
997,0.15453986155641258
998,0.22631478584355097
999,0.20744938320137485
1000,0.15894587078833516
1001,0.1471247180308426
1002,0.17175716176761263
1003,0.21988654859594992
1004,0.20829572327118667
1005,0.221142269625411
1006,0.1966119722577413
1007,0.21009435562015133
1008,0.22891604150558514
1009,0.2052799603626499
1010,0.1633717587125641
1011,0.20972094754224066
1012,0.16860856403767094
1013,0.21239465229810506
1014,0.21751764756380632
1015,0.17247501136289228
1016,0.20074649501062705
1017,0.20585529401786462
1018,0.15493779554314763
1019,0.21890678107594644
1020,0.20380792360868338
1021,0.20807895768091403
1022,0.20597752883209774
1023,0.22053430820267628
1024,0.17068788307206978
1025,0.2045239306742197
1026,0.21272256457285485
1027,0.1694257776102397
1028,0.20257842756788097
1029,0.1573004407751034
1030,0.15818402400927417
1031,0.2163192269567847
1032,0.22318214171205253
1033,0.1989048764077663
1034,0.20857787211821674
1035,0.20917589756526517
1036,0.2054886528109881
1037,0.21724375163017462
1038,0.2069010595039414
1039,0.1538158277587425
1040,0.20296771849615716
1041,0.20793251868507634
1042,0.21657953120427992
1043,0.21201293319137682
1044,0.20896814990978801
1045,0.19226203092609556
1046,0.2035327170628463
1047,0.2045109022165454
1048,0.23884954600985964
1049,0.15653015142089488
1050,0.21381508308743435
1051,0.16110392165822007
1052,0.1591203575521225
1053,0.22159419017164522
1054,0.21743889205871167
1055,0.2096683204330464
1056,0.15820535864004817
1057,0.21279373262830692
1058,0.19201116351870623
1059,0.2098343293900776
1060,0.19799168137819695
1061,0.1586597148153317
1062,0.20174962865249085
1063,0.19696454408223305
1064,0.21604428689504312
1065,0.21705404267764128
1066,0.20791484790950732
1067,0.19836761566250574
1068,0.20984411988648302
1069,0.14690780755121727
1070,0.209080653603044
1071,0.22088104454770954
1072,0.14393266076919561
1073,0.11145425621323679
1074,0.2079082365601091
1075,0.19915854374549075
1076,0.2116181775211427
1077,0.21355093901908834
1078,0.21128296588354
1079,0.2182676903777199
1080,0.20319189706432958
1081,0.2071843192879267
1082,0.21234636598570472
1083,0.22578043227341824
1084,0.20509647439729395
1085,0.20201601812750164
1086,0.2111715963391031
1087,0.18039828097575078
1088,0.1816893541770384
1089,0.22425657690654732
1090,0.20215308364318024
1091,0.2200108347579831
1092,0.15301818105724116
1093,0.20878100941561561
1094,0.21390093882236116
1095,0.16928892059591932
1096,0.187100853223394
1097,0.20387433587751397
1098,0.19215314536990913
1099,0.2129692950471953
1100,0.18353149405539493
1101,0.19865167077342094
1102,0.21372758519861035
1103,0.17151794172073123
1104,0.2188010204479611
1105,0.21446045799219393
1106,0.23759828277168493
1107,0.2178708229652373
1108,0.15249996904324586
1109,0.22918367786877833
1110,0.2813377691844324
1111,0.23002639336880196
1112,0.2800669216393812
1113,0.2617664231949358
1114,0.194887863725027
1115,0.1975980845036312
1116,0.1320667219187566
1117,0.10500509166046196
1118,0.2326937344008569
1119,0.16586665800029987
1120,0.27014376660282446
1121,0.26987345531444795
1122,0.29167198958542767
1123,0.2991518467617709
1124,0.23615045543307137
1125,0.22434305846404287
1126,0.24280979430088184
1127,0.1666237498216737
1128,0.24541069753387043
1129,0.24925657751154057
1130,0.2319075808896333
1131,0.22177874564727446
1132,0.232760569902807
1133,0.24200621179322615
1134,0.22489301611995952
1135,0.2179955624968518
1136,0.22296250899524417
1137,0.2324333960889794
1138,0.1564108650594505
1139,0.225625085866347
1140,0.22905670508697046
1141,0.2394828162545233
1142,0.21683404353752395
1143,0.2372202429458613
1144,0.23273444286123718
1145,0.21371039951079346
1146,0.22427174302465736
1147,0.22726158442785258
1148,0.23109899012085022
1149,0.25031954850347415
1150,0.21180527473844143
1151,0.14567382691855651
1152,0.19502521227751496
1153,0.21081431373891169
1154,0.15266615888185353
1155,0.2270091374305256
1156,0.23961802851691488
1157,0.23405252150245578
1158,0.15839726265982784
1159,0.2560921391416904
1160,0.2659714511298511
1161,0.2303603260798784
1162,0.2561282846847383
1163,0.21184382874269186
1164,0.21583044722880668
1165,0.22211326835139128
1166,0.2414060305946557
1167,0.21904752504437686
1168,0.2078806588232257
1169,0.22038061354480343
1170,0.22603820744379866
1171,0.2176460280423439
1172,0.21503111281366485
1173,0.20788846412744466
1174,0.20718748422769306
1175,0.20474835866720176
1176,0.24495169023489374
1177,0.2621051932005964
1178,0.19872513150400029
1179,0.19511211759053493
1180,0.20410344656278606
1181,0.1921013328462695
1182,0.21589535531984355
1183,0.2218413953965882
1184,0.22905581943026393
1185,0.1823360642639692
1186,0.24977034371587395
1187,0.25275336853010966
1188,0.20393761912561595
1189,0.18604562889555712
1190,0.1885583261272166
1191,0.21795489629943499
1192,0.19922190833046596
1193,0.18080197143042193
1194,0.16810488796378711
1195,0.17402601188639336
1196,0.22698037396323037
1197,0.23019002794474075
1198,0.23552200506998622
1199,0.239260416214079
1200,0.24386033130064905
1201,0.22899281161619955
1202,0.23187881167997304
1203,0.2549876328087768
1204,0.22916043358530663
1205,0.2683932941696618
1206,0.25762004927953674
1207,0.23186549635347387
1208,0.23136311183218283
1209,0.24480632471026992
1210,0.23954899876469646
1211,0.20775578877219547
1212,0.20988145392757104
1213,0.20791364609414098
1214,0.21476554532905884
1215,0.2285794630648849
1216,0.21425521243369308
1217,0.2176513694429307
1218,0.2367615739581668
1219,0.31120858804604234
1220,0.24667441774745286
1221,0.219372276622114
1222,0.22289200833129325
1223,0.1914995506846669
1224,0.19496781990455023
1225,0.19946315503243903
1226,0.20746009837232648
1227,0.21023153551736792
1228,0.2270124563666127
1229,0.2442733720581786
1230,0.2141338643224046
1231,0.22235669188691543
1232,0.2258263394685973
1233,0.27154470519961804
1234,0.2592651270384365
1235,0.24672514060159587
1236,0.1942908603662537
1237,0.19024794021476338
1238,0.196482335078959
1239,0.2160373152511625
1240,0.21288096542307355
1241,0.23779834947547654
1242,0.20399473076721725
1243,0.21139990924815105
1244,0.23929096328353905
1245,0.25526195095082577
1246,0.20566002685330184
1247,0.22492048187425628
1248,0.22373083918522535
1249,0.21637889655977294
1250,0.22618362284033572
