,TCI_1,TCI_2,TCI_3,TCI_4,TCI_5,TCI_6
87,495.7848975576734,514.1663457191179,939.5664081026912,479.40372137916245,476.80856857583734,511.5495845078156
88,474.2653284712736,550.7629801105495,484.363894811656,647.1282454760031,994.0531118630165,554.883283594293
89,942.4886510537234,502.88270173782803,487.39356408271595,494.4570712927316,930.5346359528515,839.1407965856166
90,525.0204288104596,905.0184491490943,735.9354956936045,539.8110661268556,658.8950836289914,432.07729468599035
91,500.9680542110358,498.714134435984,500.2655080859281,874.3716396380644,818.8865398167724,497.13631156930126
92,1125.0100232539492,518.4426229508197,539.4456289978679,1060.8856088560885,759.7684515195369,479.31526390870187
93,530.928135972045,828.6592693166035,462.32767306416343,476.1876687615701,540.8813572474804,819.3112255521161
94,472.81323877068564,893.1444088387835,1195.8223930982747,1040.4109589041097,940.5116002379536,480.71379547014413
95,879.2240300375469,482.33046800382044,516.095039268317,943.8262520116089,804.2052774935509,491.2959171514304
96,443.5137034434294,788.1282910483485,442.6623897353649,1036.8852459016393,647.0588235294118,1281.6469557599648
97,494.61714730425007,492.1911973497398,891.2790514828444,507.12624094885484,960.27401270529,526.7238234221087
98,527.2621960180855,1023.1851675181703,912.3986894292119,525.9919371949925,863.7970472031607,520.6492448455223
99,817.2993049888854,484.3278177057217,537.2812744841995,1006.9336739348599,843.6344846774514,556.3047875927175
100,1034.0997089374882,1032.4629411399865,646.4936697494837,415.01263081919876,1121.951219512195,681.9407008086254
101,477.4648675886009,475.87076909918966,504.38581344752566,910.8930323846907,521.8946090007422,917.8773701058852
102,502.06993746146395,542.8043626793532,878.9780050136671,519.9119342096743,939.6696259241954,958.0354706684857
103,941.0849000119746,485.0174216027874,1200.0,812.960235640648,862.0102214650765,544.3298969072165
104,525.0354078147129,976.9947967565569,881.2813116745104,409.9480527279825,581.9801613844336,1072.8081824747792
105,788.218335290009,536.5683608728996,998.7556236240068,1021.5714736509941,867.284071222956,615.0810777483199
106,969.7732997481108,490.96345807132496,469.36137921221746,494.0182969739619,959.9224305106657,874.1721854304635
107,476.880639581093,549.9585249981147,1004.4722945144908,832.2210321056823,486.8234447431365,536.5713450577289
108,920.0,1080.442984057442,462.02499748009274,467.0759747566165,481.96038006453927,486.9039480430696
109,422.0689655172414,409.09090909090907,771.1069418386492,501.29592925750876,489.79591836734687,478.8732394366197
110,516.2283204509692,839.6973887578297,507.4579938782493,875.5504499329887,485.6472536571903,497.4048442906574
111,530.9238673182607,831.9664155244794,503.20758048378553,549.9324644341923,909.1334957303852,519.3439865433137
112,912.1816562778272,475.481043259498,850.4850734628942,497.5119325682949,521.9215619112862,838.8756144703001
113,508.5427135678392,590.9581249387073,518.4833372912215,535.5404089581305,593.200468933177,527.292576419214
114,915.2887306029002,915.0326797385621,949.0333919156413,859.8726114649681,525.5905511811025,979.777713244806
115,1458.6838198911432,910.5960264900663,669.9147381242387,565.4478007419184,479.141813301521,907.9657043558091
116,835.1214003387917,478.51160236166413,529.4539961958751,998.9310047267624,985.0579636769613,988.8456044669523
117,1022.0693352394568,1000.3510619624362,951.8333807075119,983.1365935919055,965.2900110915378,495.3959484346225
118,935.4024593244911,920.4847385133822,500.8045465438734,988.8928699390899,1000.3624501631026,915.3858598932212
119,999.8591747641177,977.4924253354494,814.5619026774641,526.2196839457249,822.4265703311296,538.6069560429477
120,946.466983237956,950.8951207145363,987.8466076696164,981.4822157896824,977.9473800345263,931.9488870842105
121,1005.8295620158012,974.7885814110452,843.4504792332269,519.4976867151354,962.9888926287445,979.5542913807051
122,640.3042566678043,973.92047883711,981.7683633681104,498.3356782540064,1027.3127753303963,706.7039106145252
123,967.8727805087705,943.8055623521736,860.9848836130946,509.3519081578123,961.7181451720546,994.7677798591822
124,961.5332336550224,1007.8585461689587,1022.292390274708,980.4538762248058,974.9103942652329,965.4519640321816
125,949.4348602022607,913.7055837563453,959.417188014488,863.5338221145871,506.7039725192531,990.0462962962962
126,963.7459838959184,962.1686069098557,985.7912074827682,976.2527148114912,925.1375557251295,543.3238636363636
127,826.6664920848991,1054.1242893136518,737.9364619144266,522.9840856652665,965.909090909091,530.9019436558201
128,1003.7027345283267,825.0326228795127,548.1402924020907,1000.0793965859468,947.2586872586871,920.1531385132341
129,951.5197748286882,971.8327016783973,945.0272592103089,953.7512846865366,1022.1371122175411,956.0565533053116
130,525.6902477633087,999.547324038387,984.004405344102,950.4151105618098,937.3690654332743,941.2102171834449
131,913.7697516930024,1014.0280561122245,746.3126843657817,507.28155339805824,1200.618647812638,1022.1376597331139
132,918.6724854156357,516.5204259640169,977.691826847945,974.1552014647157,841.7402269861286,519.1786129407207
133,858.704137392662,492.4114671163575,367.7581863979849,809.3023255813954,1105.242549488797,876.5478424015009
134,1033.4190231362468,986.252241482367,967.3348763615917,535.0571854798608,814.1592920353983,779.0322580645161
135,496.36660506342736,967.6609186474032,953.17730706562,520.3966500866084,1006.8840959061879,962.2459506169532
136,909.5761471575745,490.69496362393994,516.9868634922326,945.3058234647784,952.5418209939354,976.7376905274917
137,616.4467005076142,979.6013885096924,609.0351366424986,737.1405427298502,997.3253780475259,946.596328010291
138,1162.9288274449564,968.5782875433449,948.8062187673514,923.5514430491298,962.5576487141404,944.5402794548904
139,526.8830908726762,988.7567257709395,1016.466376885707,881.9154725194992,523.096118384235,936.085091119787
140,988.0538549341082,940.8771473191046,520.334928229665,935.3818346136467,1000.0,1149.9999999999998
141,986.8955475515365,1007.7278581710735,1011.0401754046559,989.2857142857143,982.0150261116187,886.8062860603743
142,506.76064441887223,882.8302202737058,483.0699774266365,519.5172642646314,1023.5691922354415,1020.9874679148423
143,976.7429533136324,1020.4249945232666,874.7809463119326,487.94669897032105,528.4645961059085,953.9201539201538
144,503.64963503649636,400.5805515239478,1548.5148514851487,958.4064144324731,505.69208970537943,986.2683690676946
145,1003.5971223021581,885.3437955256819,489.97772828507794,478.978978978979,461.69875802283906,473.9454094292804
146,951.7927461139896,903.3792488355961,499.00936446920565,1002.4038461538463,1048.3271375464685,976.9262995069446
147,1020.5937218179797,972.5834957175873,491.24320593563976,500.66147287961195,951.1829167001579,985.7862237698869
148,514.7244805781392,962.4349706100938,994.5557067859227,871.6350123864574,542.4110246072571,977.691826847945
149,986.5055622466556,549.528975164145,849.6042216358838,868.3085090694588,926.4977738433099,845.4639175257731
150,951.3719244732971,965.2926398064577,994.4199023482911,1012.5095153514336,975.2227463312371,946.4928362870918
151,991.054775227437,980.6723673421576,931.122347414102,940.2048141014093,572.1240908416208,567.011064702865
152,938.453137278406,977.6334776334777,1004.288777698356,1002.3041774607183,913.1364714074908,489.6651237749002
153,1001.4746425594666,852.2435191304986,479.38444320089536,532.4939340284609,1010.4951732404963,872.4634503925571
154,430.1830566198382,728.7990589241791,1029.97227997228,972.9302162067147,942.0770537040968,1552.8173533564366
155,490.87887873424125,916.4839434899664,936.8294624903847,966.2367661212704,961.7216440289293,516.930683407605
156,991.771261913442,1010.1539552314393,1005.5753049794123,858.7897134819437,513.3960213580306,957.1834415584416
157,991.2499448294126,643.6793748019854,657.2794346877273,1008.8910358513722,1010.4047127228214,1007.9656862745098
158,1029.429797670141,1533.333333333333,782.0710973724885,647.0588235294118,1627.970128988459,489.5192538669619
159,932.2284416099851,946.2095083519309,890.0041823504808,527.1780096819042,1012.3630020099358,928.9411972921552
160,1019.3321616871705,1016.927773152703,870.1660247811099,483.15273860768883,524.8104296926965,969.4183408943614
161,931.0964649490712,957.7107220221587,987.8732838292643,1034.0965073767727,999.141908445362,993.0748101053608
162,1018.7056356884835,1015.4621848739497,949.820788530466,946.4285714285714,955.4040285288816,993.6832254542619
163,933.7466204222081,967.6116587400697,1019.9697850677298,1023.7284729113542,889.1267247114633,525.8146082527842
164,1016.6553621222398,976.5051395007341,773.2108598337306,537.5798762551983,934.7442680776013,941.639813820265
165,929.2763586178164,1004.205854652888,989.7647998115259,973.3068462874284,963.5522989360406,941.4931409520686
166,956.6651711488217,933.6722008895273,934.1231967527838,953.42345793881,974.7791678324473,984.9496346039896
167,605.2631578947369,1160.5504587155965,879.9999999999999,1720.6703910614526,1002.1367521367521,942.3253178689864
168,506.479834464733,931.4545801422692,957.5202316832218,956.242370585,965.9269429299399,987.7005973995549
169,979.3273196213718,986.9537881169445,960.3893045889802,959.4616419919246,941.4856529900778,835.5180054254417
170,932.5578174768038,933.0400109995877,941.629422217436,960.5734767025089,976.7272348622898,681.2652068126521
171,731.7073170731708,1001.19189511323,990.0054886843751,979.3056113132777,1391.88876013905,745.568300312826
172,962.7508682626792,915.3986798475315,508.48653859395444,984.408375222235,1015.9583914753266,956.7989704290853
173,1021.2405617105355,1115.4444380436662,1004.4280822799475,860.4103999761741,519.5726878828627,950.24591723051
174,946.2365591397848,946.2365591397848,957.7647823261858,1000.2665955745134,1009.5895665515919,942.0479302832244
175,992.7541877678223,988.538681948424,954.5454545454545,488.17174894024333,912.5047736241354,878.4722222222222
176,459.3623709025595,395.54794520547944,400.0,513.972602739726,472.63196531394095,471.09731203168354
177,475.6282227654668,826.669743990342,484.87125485506243,766.0659919361475,508.37339700881574,828.1550728622491
178,489.8733687023197,852.5971290625708,513.0987274481603,879.046846734452,485.36772331695,480.0013573739339
179,569.0423644467523,593.8041480703597,421.38084632516706,476.6696421325976,961.7565910484367,982.4637439573262
180,449.85941893158395,420.76991942703665,384.1124550506702,832.9803755470845,785.2843309530042,438.23022954645717
181,461.70324714371617,455.3350662524568,512.7372487542691,538.8211382113822,426.94440281732363,897.9318630395605
182,532.6130074236386,937.8898833740168,824.5164960182025,568.4025488903537,818.9592310241961,498.94588896697115
183,955.5830826402408,470.4828049736754,457.6271186440678,492.85170716858613,814.0030877461045,490.63002789577854
184,1088.8073394495414,723.8912732474964,844.7412353923205,1728.2066334018198,917.1502030150189,873.3310170248672
185,513.6442963668095,921.6569363358353,907.4949358541527,928.7075867327488,1004.9854085603112,978.9097453706637
186,505.0465938718088,919.4429273620972,511.15834218916046,925.4606365159129,915.5551815542559,925.0097281672131
187,679.7816458955608,587.7491046009735,1350.5995203836928,563.4743875278397,1150.0,1467.188072833924
188,943.285726125031,947.1732344387824,939.932922806246,880.3811611923937,1405.0026609898882,700.2299406995038
189,903.2258064516128,908.8980353884668,940.0240235264879,976.8722757891957,980.7479530869663,428.694900605013
190,776.905370037524,468.5235871840284,394.7368421052631,593.2932072227,959.4438006952491,454.87364620938627
191,517.7508858728355,832.9059252260764,498.10300138988015,855.1292090837901,487.9086357537878,484.56973293768544
192,642.7146691620084,552.3930286515945,951.7075352557356,924.9500889570969,494.90491855893447,568.486096807415
193,908.5454701294248,493.86175373461055,1003.2622656049319,931.8682009683708,480.70443416146276,492.42206510701084
194,936.4744110479287,918.4319638145496,449.1047205642974,442.7234956615132,491.1817497539228,786.0256530874651
195,440.35077564250986,526.135305932494,408.8586030664395,676.0563380281691,495.43927028324526,433.9657605519365
196,524.0720928318657,540.169453558393,544.8319090061306,370.13426481825127,707.8262590283962,791.2780438618603
197,531.471446436015,532.9902591435398,492.6965710141925,503.12070242251133,583.9957604663487,527.4959957287774
198,360.0,572.6195699868363,359.3104686658287,524.2512589451364,428.2157676348547,356.71819262782395
199,310.8320251177394,388.45613587025923,480.57149792797316,485.17292385715297,503.536746193502,403.49697377269666
200,491.56721570174574,514.2481943532503,499.6406497053328,464.5540672982685,460.5052766229614,477.5424037271602
201,320.84029601336835,297.8723404255319,285.2760736196319,465.21892655367236,554.4985050285403,290.06831318970046
202,412.1212121212121,483.07470699927984,547.3496791424014,919.6499602227526,571.4313681346111,527.8360600872733
203,351.8697756269248,543.8788257339162,350.83919870059555,484.6225535880708,542.7435387673956,542.4647177419354
204,356.683601866861,683.7034675734071,540.6139635968487,667.1664167916042,752.5124872118914,686.0426839304329
205,506.99032109387,708.7628865979382,585.305105853051,572.7910981586965,476.68393782383424,405.1017309444276
206,653.5668517727468,499.78641606151217,513.1940046442896,616.2842157795125,512.8603939160759,512.5172393116268
207,492.2936371453139,534.8456934799909,1091.819999281721,1102.8370896415997,1085.5077848761252,1053.4277318322154
208,570.4225352112676,534.779533128979,469.4680190436763,453.0037885621505,585.995170748534,984.768098579497
209,915.0236365732734,960.4121171398173,958.887463714305,999.2539844014922,978.98772009616,738.2808830436825
210,998.0290248066688,573.6177262373162,1081.081081081081,597.0149253731342,1386.285150468673,1014.4404332129965
211,942.9772733518372,589.1776341205862,734.8636223337719,953.1200853356672,551.2440995279622,737.9848467714576
212,936.9926555856204,492.78782179798804,991.7306244303246,984.4055618388664,730.5197540224076,601.5356102727031
213,944.2281037555277,653.551912568306,881.3559322033899,1068.045270364678,1000.7205147953986,1009.7224400188177
214,1053.7815126050418,1020.9603658536586,597.1529302201822,795.9728647146884,1117.8765024746642,1098.6162064748664
215,543.501611170784,1017.1463563992652,1121.1186754275684,1042.710447761194,1039.4959372337585,1089.1667471275466
216,1033.09418827691,1041.9045101126026,859.5988538681949,1367.1356517122379,1149.6098806899688,1101.2532756066992
217,1124.2660772259446,1127.5372358850018,1112.445615540168,773.1016923768159,611.8075212292762,1044.6357085668533
218,1039.0856142119856,1062.672167724083,1090.8705140640154,1128.4693853731412,598.5862580326248,524.0853658536586
219,958.7558649916756,685.5305466237942,794.9640287769785,1075.284847194122,1095.1089903481184,576.7056162834526
220,1015.9218017836448,1039.05540417802,1200.9237875288684,1011.9421747328723,1137.246080129575,1095.9095351109868
221,634.3478859661203,553.2015065913371,604.8387096774194,462.6564392410173,548.8061513557265,1083.380574452003
222,1039.3633173208552,1100.3607854020674,1175.694235085251,1156.3707219811715,1052.4277216765804,1107.4703141439952
223,810.3182892639218,621.6787950583855,327.5742916378714,807.3878627968337,569.1735371003417,1048.557110765509
224,563.9620653319283,1094.1661137769825,605.8357565426652,567.804489308009,890.4936907301277,711.2798932566972
225,563.5517902075302,866.7197473013719,693.3122883836969,745.5815541374511,1103.8062283737024,555.5555555555555
226,665.4686204036495,411.80496150556036,540.2452444584185,1055.6349273048156,613.0120481927711,548.8565488565489
227,558.1309469589729,522.3115231004389,469.4269262407458,732.8244274809159,701.6038512384325,932.810128456669
228,569.5187165775402,582.9750644883921,616.697631212262,670.1122794510782,406.9175991861648,439.6624099686271
229,535.8313817330211,523.4899328859061,428.5714285714286,575.5102040816327,590.5608335887221,645.3703703703704
230,677.6352481873955,471.584038694075,869.4227618772285,1127.7073400183874,1071.1355747992845,509.69625102617897
231,1106.859575259938,1120.0972940103375,1147.0849363717075,1190.174002047083,905.2408681842245,428.57142857142856
232,525.9022833292414,600.6423982869379,498.4497972811829,563.2532061609846,520.1840894148587,511.09350237717905
233,552.4710830704521,664.6706586826348,569.1964285714286,812.7988230967267,475.82514185247345,557.319000219149
234,833.8192419825074,466.3485272338324,550.9513137189451,540.9214618973562,921.8612818261632,620.9343583678296
235,529.2379731311668,527.501224090093,547.3327688399662,548.2137911935752,537.1431751154638,440.83916083916085
236,636.5221065976441,584.2955420189714,573.1620731943458,734.8657380435359,681.3315164492894,501.58061116965234
237,562.5950329447543,629.901340753858,416.9856459330144,584.7546119039332,571.5797830113786,555.9492618967926
238,588.5055092856035,622.28344907082,629.6389167502507,597.8478305856385,581.8379554105492,591.3209346685742
239,581.5963081116239,591.8432418330965,641.8679935255681,515.2073732718893,477.39546366301494,568.796575922828
240,570.5386328106496,568.1985125332843,566.3191103752266,602.9034497328947,939.7693293464332,524.1090146750524
241,516.1194029850747,607.7671821730323,619.3576706415979,650.8250825082508,729.0095525389643,515.2329749103942
242,572.8912725499756,570.2866055761357,489.07467224016716,1040.7040704070405,532.2475570032574,418.255033557047
243,598.7174604481683,611.3947890543957,645.3282331101985,659.3406593406594,573.0963120191033,572.2592141048486
244,414.3155121308596,567.5098919663895,574.6480569129349,664.3054277828887,460.5048859934854,539.9077080840882
245,606.114798985582,604.1548064918852,679.8834361533931,744.3153934238509,520.2774813233725,574.266111093706
246,570.4013524788127,584.1069049791791,686.9117554165877,788.9717357378187,509.4428102485399,587.0391763214858
247,561.0627484526744,570.2392489753978,570.2608459378679,574.8417866642209,604.6427494724148,661.6491052015388
248,617.8436750085705,437.96243597040416,543.3460932222472,598.6203269137401,581.4304987776549,704.1504804743406
249,1083.7745250700718,522.4104653656444,399.4477680625863,538.3131201764057,536.681500317864,557.3128427020777
250,571.7236927049711,582.2045420212498,891.8976545842218,585.1515680456158,580.4039703523905,572.2886300561613
251,563.3598031540096,557.68752442881,548.1230864535804,549.2002109333802,604.4929080921538,689.8257183231277
252,552.6802004665235,581.8177244484693,691.8352885599559,428.57142857142856,468.8936309914642,520.9417384628508
253,605.547597343404,623.255492607434,518.370073480294,539.389638041164,558.3455202671008,568.9674186077857
254,621.6280735259012,400.33641715727504,485.054347826087,551.2242899118511,548.4347548314967,544.2883242859583
255,554.1541215721377,555.1675977653631,554.7596652437113,699.5486782720825,505.3191489361702,669.2439862542955
256,554.5938748335553,699.7850122850123,756.3340631842352,482.61437908496737,554.4268103105455,555.1590767311291
257,485.47309544771866,552.5102851551909,560.2222565945244,571.0347910303211,576.3900211968041,637.0956918534425
258,584.6083390578489,645.448261353049,919.1919191919193,486.495281483892,572.1393034825871,570.3673221866067
259,578.0487804878048,645.6705836013917,805.3561032408304,528.4015852047556,602.3918499926177,609.8691917219836
260,587.787504757762,768.7866833445589,419.0058879912365,452.42369838420103,554.4554455445544,560.4670558798998
261,567.3038979260754,553.9930331570121,649.8141263940521,538.2538253825383,649.5657982631931,553.390875462392
262,789.6924355777223,548.8761108207004,577.445179255134,584.5955222470636,716.4634146341464,582.3863636363636
263,556.4516129032259,706.9590744258331,569.1704374057315,439.97051863920245,568.1368497507951,555.8440906752976
264,590.6489954770169,527.2089602896256,753.7248028045574,674.9509483322433,540.4346974740552,594.0924051160272
265,566.7495489151961,577.5386582577506,613.46543802459,729.92700729927,633.4643949322848,561.9636430746516
266,589.1127570311287,585.8960490393035,585.9537332040449,654.8100242522232,448.2455037102251,513.247129035175
267,583.3548303882368,594.367516613484,687.1240201737863,491.0459382299507,483.8908586403576,560.8853487470483
268,566.3263108009133,566.3314176245211,560.0423145609864,592.1226698737222,649.2450638792102,689.2138939670932
269,538.6695511087074,608.80195599022,595.3885567890692,788.047255038221,595.1678110761728,583.4518779591923
270,570.4747693681724,565.0191748588753,557.0485807426255,872.6807421625081,621.6640502354788,438.6215334420881
271,417.4573055028463,589.7013872560545,527.6667367978118,736.4370911889189,541.7860256569935,658.2607083256072
272,552.013422818792,446.2462714783851,578.4348084663502,600.9219486642221,674.2209631728045,690.5829596412556
273,546.7260012714557,409.48976275593105,600.6145603529783,597.8999382334775,680.0618238021639,470.756062767475
274,548.1120584652862,560.170445024298,557.9776692928609,581.6336682917122,668.5578446909667,429.31354359925786
275,696.0227272727274,608.3844580777096,567.1860678276811,566.5265004160015,567.1641791044775,629.4976843605272
276,600.8290660814436,639.1061452513967,655.5605583070688,584.2008301333984,586.0349127182044,569.5879576476591
277,580.6666173970882,703.6447275300778,398.44509232264335,551.3666352497644,569.0946964326612,575.8322529491809
278,569.0661478599221,598.6185725249425,762.8233231039019,522.444077465846,403.520068684267,576.3088855937037
